Time,CH1[V]
4144,52.5
4145,52.96875
4146,52.96875
4147,53.125
4148,50.46875
4149,52.8125
4150,52.1875
4151,51.875
4152,52.03125
4153,52.5
4154,52.65625
4155,52.65625
4156,52.5
4157,52.5
4158,52.5
4159,52.5
4160,52.34375
4161,52.96875
4162,52.34375
4163,52.96875
4164,52.5
4165,52.34375
4166,52.65625
4167,52.96875
4168,53.125
4169,51.25
4170,52.96875
4171,52.65625
4172,52.96875
4173,52.5
4174,52.34375
4175,51.875
4176,52.34375
4177,52.65625
4178,52.5
4179,51.875
4180,52.5
4181,52.8125
4182,52.5
4183,52.96875
4184,52.96875
4185,52.65625
4186,52.5
4187,52.96875
4188,51.71875
4189,53.125
4190,52.96875
4191,52.5
4192,52.03125
4193,52.5
4194,52.5
4195,52.96875
4196,52.5
4197,52.5
4198,52.5
4199,44.6875
4200,52.34375
4201,52.96875
4202,52.5
4203,47.8125
4204,52.96875
4205,44.84375
4206,52.5
4207,52.65625
4208,52.5
4209,52.5
4210,52.65625
4211,52.5
4212,52.5
4213,52.5
4214,52.65625
4215,49.84375
4216,52.5
4217,52.8125
4218,52.5
4219,52.65625
4220,52.96875
4221,52.65625
4222,52.8125
4223,52.65625
4224,52.5
4225,52.96875
4226,53.125
4227,52.8125
4228,52.8125
4229,52.8125
4230,52.5
4231,52.5
4232,50.3125
4233,52.5
4234,52.5
4235,52.5
4236,52.1875
4237,52.34375
4238,52.65625
4239,52.65625
4240,53.125
4241,43.125
4242,52.65625
4243,53.125
4244,52.65625
4245,52.5
4246,52.5
4247,52.65625
4248,52.5
4249,52.5
4250,45.3125
4251,51.71875
4252,52.65625
4253,52.96875
4254,53.125
4255,52.5
4256,52.65625
4257,52.65625
4258,52.65625
4259,52.8125
4260,52.65625
4261,52.03125
4262,52.65625
4263,52.5
4264,52.5
4265,49.53125
4266,52.65625
4267,53.125
4268,52.65625
4269,52.5
4270,52.5
4271,42.34375
4272,52.5
4273,53.125
4274,52.34375
4275,52.5
4276,52.96875
4277,52.5
4278,52.65625
4279,49.6875
4280,52.65625
4281,52.5
4282,44.0625
4283,52.96875
4284,52.5
4285,52.5
4286,52.5
4287,52.5
4288,52.5
4289,52.5
4290,52.5
4291,52.5
4292,52.65625
4293,52.5
4294,51.875
4295,52.5
4296,52.5
4297,52.96875
4298,52.8125
4299,52.65625
4300,51.71875
4301,52.5
4302,48.4375
4303,52.5
4304,46.25
4305,48.59375
4306,53.125
4307,52.65625
4308,52.5
4309,52.5
4310,52.8125
4311,52.5
4312,46.875
4313,51.5625
4314,52.5
4315,53.125
4316,52.96875
4317,52.5
4318,48.75
4319,52.65625
4320,53.125
4321,52.65625
4322,52.5
4323,52.5
4324,52.5
4325,51.25
4326,52.5
4327,52.65625
4328,52.65625
4329,48.59375
4330,52.5
4331,48.59375
4332,52.96875
4333,52.5
4334,52.5
4335,51.71875
4336,52.8125
4337,42.03125
4338,52.8125
4339,42.1875
4340,52.8125
4341,52.5
4342,52.1875
4343,52.65625
4344,52.5
4345,52.5
4346,52.65625
4347,52.5
4348,52.96875
4349,52.5
4350,52.5
4351,52.96875
4352,52.5
4353,52.5
4354,52.65625
4355,53.125
4356,52.65625
4357,52.5
4358,52.03125
4359,52.65625
4360,52.65625
4361,52.65625
4362,52.5
4363,53.125
4364,52.5
4365,52.65625
4366,52.65625
4367,52.5
4368,52.65625
4369,52.65625
4370,53.125
4371,52.65625
4372,52.5
4373,52.96875
4374,52.5
4375,52.5
4376,52.8125
4377,52.5
4378,52.65625
4379,52.34375
4380,53.125
4381,42.1875
4382,52.96875
4383,52.65625
4384,42.03125
4385,52.65625
4386,53.125
4387,52.65625
4388,52.96875
4389,52.65625
4390,52.96875
4391,52.65625
4392,52.96875
4393,52.96875
4394,50.46875
4395,52.5
4396,52.5
4397,52.1875
4398,53.125
4399,41.875
4400,53.125
4401,52.96875
4402,52.65625
4403,53.125
4404,52.65625
4405,51.40625
4406,53.125
4407,52.5
4408,52.65625
4409,52.1875
4410,52.34375
4411,52.65625
4412,52.34375
4413,48.125
4414,53.125
4415,52.65625
4416,50.3125
4417,52.96875
4418,52.96875
4419,52.5
4420,52.65625
4421,52.5
4422,52.65625
4423,52.65625
4424,44.21875
4425,52.65625
4426,48.4375
4427,52.65625
4428,52.8125
4429,53.125
4430,51.875
4431,53.125
4432,53.125
4433,52.65625
4434,52.96875
4435,52.65625
4436,52.96875
4437,52.65625
4438,52.5
4439,52.8125
4440,52.5
4441,52.65625
4442,53.125
4443,53.125
4444,52.65625
4445,52.5
4446,52.34375
4447,51.71875
4448,52.65625
4449,52.8125
4450,52.5
4451,52.65625
4452,52.5
4453,52.8125
4454,52.8125
4455,52.65625
4456,52.5
4457,52.65625
4458,52.8125
4459,52.65625
4460,52.5
4461,52.5
4462,52.65625
4463,52.1875
4464,52.65625
4465,52.65625
4466,53.125
4467,52.65625
4468,52.65625
4469,52.65625
4470,52.5
4471,43.4375
4472,53.125
4473,52.65625
4474,52.65625
4475,52.65625
4476,52.65625
4477,52.34375
4478,52.65625
4479,52.65625
4480,52.65625
4481,52.96875
4482,52.65625
4483,52.5
4484,53.125
4485,52.8125
4486,52.65625
4487,52.5
4488,53.125
4489,51.71875
4490,52.65625
4491,52.65625
4492,52.65625
4493,52.65625
4494,52.65625
4495,52.1875
4496,52.65625
4497,52.65625
4498,52.65625
4499,47.8125
4500,52.5
4501,52.96875
4502,52.96875
4503,52.65625
4504,52.65625
4505,52.65625
4506,52.5
4507,52.65625
4508,52.65625
4509,52.96875
4510,52.96875
4511,52.65625
4512,52.65625
4513,52.65625
4514,52.65625
4515,52.65625
4516,52.8125
4517,47.8125
4518,52.65625
4519,52.65625
4520,52.65625
4521,52.5
4522,52.65625
4523,52.65625
4524,52.34375
4525,52.65625
4526,52.5
4527,53.125
4528,52.5
4529,52.1875
4530,51.71875
4531,52.65625
4532,52.65625
4533,52.65625
4534,52.65625
4535,52.65625
4536,52.65625
4537,52.5
4538,52.8125
4539,52.5
4540,52.65625
4541,51.875
4542,52.8125
4543,53.125
4544,52.8125
4545,53.125
4546,52.5
4547,52.65625
4548,52.8125
4549,47.5
4550,52.65625
4551,50.78125
4552,53.125
4553,47.03125
4554,52.96875
4555,53.125
4556,52.65625
4557,52.5
4558,52.65625
4559,53.125
4560,52.65625
4561,52.8125
4562,52.65625
4563,52.65625
4564,53.28125
4565,48.125
4566,52.65625
4567,52.65625
4568,52.65625
4569,52.65625
4570,48.90625
4571,52.65625
4572,52.65625
4573,52.65625
4574,52.65625
4575,52.5
4576,52.34375
4577,52.65625
4578,52.8125
4579,48.125
4580,52.5
4581,52.65625
4582,52.5
4583,52.5
4584,53.125
4585,52.8125
4586,53.125
4587,52.65625
4588,48.125
4589,49.6875
4590,53.28125
4591,42.65625
4592,52.8125
4593,52.5
4594,53.125
4595,53.125
4596,52.8125
4597,52.65625
4598,52.5
4599,53.125
4600,52.96875
4601,47.03125
4602,52.65625
4603,52.65625
4604,52.65625
4605,52.65625
4606,52.96875
4607,53.125
4608,49.53125
4609,52.65625
4610,52.65625
4611,53.125
4612,53.125
4613,52.8125
4614,46.875
4615,53.125
4616,52.65625
4617,52.65625
4618,52.65625
4619,52.8125
4620,52.65625
4621,52.65625
4622,52.65625
4623,52.5
4624,52.65625
4625,53.125
4626,52.5
4627,52.65625
4628,52.65625
4629,52.03125
4630,46.71875
4631,49.84375
4632,53.28125
4633,52.65625
4634,52.65625
4635,52.8125
4636,52.65625
4637,52.65625
4638,53.28125
4639,52.96875
4640,52.5
4641,52.96875
4642,52.65625
4643,49.0625
4644,52.65625
4645,52.65625
4646,53.125
4647,52.65625
4648,52.65625
4649,40.3125
4650,52.5
4651,52.65625
4652,52.65625
4653,53.28125
4654,53.125
4655,42.1875
4656,52.65625
4657,52.65625
4658,52.8125
4659,52.8125
4660,52.8125
4661,52.8125
4662,52.65625
4663,40.46875
4664,44.0625
4665,52.65625
4666,52.65625
4667,52.8125
4668,52.96875
4669,52.8125
4670,51.71875
4671,52.65625
4672,51.09375
4673,52.65625
4674,52.8125
4675,52.1875
4676,52.65625
4677,53.28125
4678,52.8125
4679,52.8125
4680,52.8125
4681,53.125
4682,52.65625
4683,53.125
4684,52.8125
4685,52.5
4686,53.125
4687,52.8125
4688,52.65625
4689,52.8125
4690,53.125
4691,52.8125
4692,52.65625
4693,52.96875
4694,53.125
4695,53.125
4696,49.53125
4697,52.65625
4698,53.28125
4699,52.65625
4700,52.8125
4701,52.65625
4702,52.65625
4703,52.65625
4704,52.96875
4705,52.8125
4706,53.28125
4707,52.8125
4708,52.8125
4709,52.96875
4710,52.65625
4711,49.0625
4712,52.5
4713,52.8125
4714,52.8125
4715,52.8125
4716,52.8125
4717,52.96875
4718,53.125
4719,52.8125
4720,52.8125
4721,52.8125
4722,52.34375
4723,52.8125
4724,48.28125
4725,52.8125
4726,50
4727,50.3125
4728,52.8125
4729,52.65625
4730,53.28125
4731,52.96875
4732,52.65625
4733,53.28125
4734,52.65625
4735,52.8125
4736,52.65625
4737,53.125
4738,53.28125
4739,53.28125
4740,52.5
4741,52.65625
4742,42.1875
4743,52.65625
4744,53.28125
4745,52.96875
4746,52.65625
4747,49.84375
4748,53.125
4749,42.5
4750,53.125
4751,53.125
4752,52.65625
4753,52.8125
4754,52.8125
4755,52.8125
4756,53.28125
4757,52.8125
4758,52.65625
4759,50.46875
4760,53.125
4761,53.125
4762,53.28125
4763,52.8125
4764,52.65625
4765,51.09375
4766,52.1875
4767,53.28125
4768,48.59375
4769,52.65625
4770,53.28125
4771,52.8125
4772,53.125
4773,52.65625
4774,52.8125
4775,52.5
4776,52.8125
4777,52.8125
4778,52.8125
4779,52.65625
4780,51.875
4781,52.65625
4782,52.8125
4783,52.8125
4784,52.03125
4785,52.8125
4786,53.28125
4787,52.8125
4788,52.65625
4789,52.5
4790,52.8125
4791,52.8125
4792,52.8125
4793,48.28125
4794,52.65625
4795,45
4796,52.8125
4797,52.8125
4798,52.65625
4799,52.8125
4800,52.8125
4801,52.65625
4802,52.8125
4803,52.8125
4804,53.4375
4805,40.9375
4806,52.8125
4807,52.96875
4808,53.28125
4809,52.8125
4810,52.65625
4811,52.8125
4812,53.28125
4813,52.8125
4814,40.78125
4815,53.28125
4816,53.28125
4817,52.8125
4818,52.8125
4819,53.125
4820,39.21875
4821,52.8125
4822,52.8125
4823,53.28125
4824,52.8125
4825,52.34375
4826,53.28125
4827,52.96875
4828,52.8125
4829,39.0625
4830,53.125
4831,53.28125
4832,53.28125
4833,52.8125
4834,53.28125
4835,50.3125
4836,40.3125
4837,40.46875
4838,52.8125
4839,52.8125
4840,52.5
4841,45.46875
4842,53.4375
4843,52.96875
4844,52.65625
4845,52.65625
4846,53.125
4847,51.875
4848,52.96875
4849,52.96875
4850,53.125
4851,52.8125
4852,53.28125
4853,52.65625
4854,52.8125
4855,52.8125
4856,52.8125
4857,52.03125
4858,52.65625
4859,53.125
4860,53.28125
4861,52.8125
4862,52.96875
4863,40
4864,46.40625
4865,49.6875
4866,52.8125
4867,52.8125
4868,52.96875
4869,52.8125
4870,53.28125
4871,53.28125
4872,52.8125
4873,52.8125
4874,52.65625
4875,53.125
4876,52.8125
4877,52.8125
4878,53.28125
4879,52.8125
4880,53.125
4881,52.65625
4882,52.8125
4883,52.8125
4884,52.8125
4885,52.8125
4886,52.96875
4887,52.96875
4888,52.8125
4889,53.28125
4890,52.96875
4891,52.65625
4892,52.8125
4893,52.34375
4894,52.96875
4895,53.4375
4896,53.125
4897,53.28125
4898,52.96875
4899,53.28125
4900,52.8125
4901,52.8125
4902,48.75
4903,47.96875
4904,52.8125
4905,52.8125
4906,52.8125
4907,52.8125
4908,53.28125
4909,53.125
4910,53.4375
4911,42.8125
4912,52.8125
4913,52.96875
4914,52.65625
4915,53.4375
4916,52.8125
4917,52.8125
4918,52.96875
4919,52.8125
4920,52.65625
4921,53.28125
4922,52.8125
4923,39.6875
4924,39.53125
4925,52.8125
4926,53.28125
4927,52.96875
4928,52.8125
4929,52.8125
4930,52.8125
4931,52.5
4932,52.8125
4933,53.28125
4934,52.8125
4935,46.25
4936,52.96875
4937,52.8125
4938,52.8125
4939,52.8125
4940,52.96875
4941,53.125
4942,52.96875
4943,51.40625
4944,52.8125
4945,52.96875
4946,52.5
4947,52.96875
4948,52.8125
4949,47.03125
4950,53.4375
4951,52.8125
4952,53.28125
4953,53.28125
4954,39.21875
4955,52.8125
4956,52.96875
4957,51.09375
4958,53.4375
4959,52.96875
4960,53.4375
4961,52.8125
4962,52.8125
4963,52.8125
4964,52.96875
4965,52.8125
4966,52.96875
4967,49.375
4968,52.8125
4969,53.125
4970,52.8125
4971,41.25
4972,52.96875
4973,52.8125
4974,53.4375
4975,52.96875
4976,52.8125
4977,53.4375
4978,52.8125
4979,52.5
4980,53.4375
4981,52.8125
4982,52.8125
4983,52.8125
4984,53.4375
4985,52.8125
4986,52.8125
4987,49.53125
4988,52.65625
4989,53.28125
4990,52.96875
4991,52.8125
4992,52.8125
4993,52.96875
4994,52.03125
4995,50.78125
4996,40.46875
4997,52.8125
4998,41.5625
4999,50.78125
5000,52.96875
5001,53.4375
5002,53.28125
5003,52.8125
5004,52.96875
5005,40.9375
5006,53.28125
5007,52.96875
5008,52.8125
5009,53.4375
5010,53.4375
5011,52.96875
5012,45.3125
5013,52.96875
5014,53.125
5015,53.28125
5016,52.65625
5017,48.4375
5018,52.8125
5019,52.8125
5020,52.8125
5021,52.8125
5022,48.125
5023,52.96875
5024,52.8125
5025,53.125
5026,52.96875
5027,52.96875
5028,52.8125
5029,52.96875
5030,52.96875
5031,52.96875
5032,52.8125
5033,50.78125
5034,52.96875
5035,52.96875
5036,52.65625
5037,52.8125
5038,52.8125
5039,41.71875
5040,47.8125
5041,52.8125
5042,52.8125
5043,53.4375
5044,52.8125
5045,52.96875
5046,52.96875
5047,52.8125
5048,39.21875
5049,49.84375
5050,52.96875
5051,52.8125
5052,52.8125
5053,52.8125
5054,52.8125
5055,52.8125
5056,52.8125
5057,50.46875
5058,50.625
5059,37.96875
5060,53.28125
5061,53.4375
5062,52.8125
5063,53.59375
5064,52.96875
5065,52.96875
5066,52.96875
5067,47.8125
5068,52.8125
5069,40.625
5070,52.96875
5071,52.96875
5072,52.8125
5073,52.96875
5074,53.4375
5075,50.15625
5076,52.96875
5077,52.96875
5078,37.65625
5079,52.96875
5080,52.96875
5081,53.59375
5082,52.96875
5083,52.1875
5084,52.96875
5085,52.8125
5086,53.28125
5087,52.96875
5088,52.96875
5089,53.28125
5090,52.96875
5091,52.96875
5092,51.875
5093,52.96875
5094,52.8125
5095,53.28125
5096,52.96875
5097,52.8125
5098,52.96875
5099,52.96875
5100,51.09375
5101,53.4375
5102,52.96875
5103,52.96875
5104,52.65625
5105,53.28125
5106,53.59375
5107,52.96875
5108,46.40625
5109,45.3125
5110,37.8125
5111,52.96875
5112,53.28125
5113,38.125
5114,52.96875
5115,53.28125
5116,52.96875
5117,52.8125
5118,52.96875
5119,52.5
5120,53.59375
5121,52.96875
5122,53.4375
5123,52.8125
5124,53.125
5125,53.28125
5126,52.8125
5127,53.125
5128,52.8125
5129,51.875
5130,53.125
5131,52.96875
5132,52.8125
5133,52.96875
5134,52.96875
5135,52.96875
5136,53.125
5137,51.71875
5138,52.96875
5139,52.96875
5140,52.96875
5141,53.4375
5142,52.1875
5143,52.8125
5144,52.96875
5145,52.96875
5146,52.96875
5147,52.8125
5148,40
5149,52.96875
5150,53.59375
5151,52.96875
5152,53.59375
5153,52.8125
5154,52.96875
5155,52.96875
5156,52.96875
5157,53.4375
5158,52.96875
5159,48.125
5160,52.96875
5161,52.96875
5162,52.96875
5163,47.03125
5164,52.96875
5165,52.96875
5166,40.3125
5167,52.8125
5168,51.875
5169,52.8125
5170,52.96875
5171,52.8125
5172,52.96875
5173,52.96875
5174,52.96875
5175,39.53125
5176,37.03125
5177,50.625
5178,53.125
5179,53.4375
5180,52.96875
5181,53.28125
5182,52.96875
5183,52.96875
5184,53.125
5185,52.96875
5186,52.8125
5187,53.4375
5188,52.96875
5189,53.125
5190,53.125
5191,53.125
5192,53.4375
5193,53.4375
5194,51.875
5195,52.96875
5196,53.4375
5197,52.8125
5198,52.8125
5199,53.59375
5200,53.4375
5201,52.96875
5202,53.4375
5203,50
5204,52.96875
5205,52.96875
5206,53.4375
5207,52.96875
5208,53.28125
5209,52.8125
5210,53.125
5211,52.96875
5212,52.5
5213,53.4375
5214,52.96875
5215,48.90625
5216,53.125
5217,52.8125
5218,52.65625
5219,52.96875
5220,48.125
5221,52.96875
5222,52.96875
5223,50
5224,52.8125
5225,53.4375
5226,53.125
5227,53.125
5228,53.125
5229,52.5
5230,52.96875
5231,45
5232,53.125
5233,53.4375
5234,53.28125
5235,53.4375
5236,52.96875
5237,53.4375
5238,45.15625
5239,50.3125
5240,53.125
5241,53.4375
5242,51.25
5243,52.96875
5244,52.96875
5245,52.96875
5246,52.96875
5247,52.96875
5248,52.5
5249,52.96875
5250,52.96875
5251,53.59375
5252,53.59375
5253,53.4375
5254,52.96875
5255,52.96875
5256,52.96875
5257,53.125
5258,52.96875
5259,53.4375
5260,52.96875
5261,53.4375
5262,52.96875
5263,53.4375
5264,52.96875
5265,52.96875
5266,52.1875
5267,52.8125
5268,52.96875
5269,41.5625
5270,52.96875
5271,52.96875
5272,52.96875
5273,52.96875
5274,52.65625
5275,52.96875
5276,53.4375
5277,52.96875
5278,52.96875
5279,53.59375
5280,53.125
5281,53.59375
5282,52.96875
5283,52.03125
5284,52.5
5285,53.59375
5286,53.4375
5287,53.28125
5288,53.125
5289,53.59375
5290,53.59375
5291,53.28125
5292,46.40625
5293,52.96875
5294,52.96875
5295,53.125
5296,52.96875
5297,52.96875
5298,53.59375
5299,52.8125
5300,52.5
5301,52.96875
5302,52.96875
5303,52.96875
5304,52.96875
5305,53.28125
5306,53.125
5307,52.96875
5308,52.65625
5309,52.96875
5310,52.96875
5311,52.65625
5312,52.96875
5313,46.40625
5314,52.96875
5315,52.8125
5316,52.96875
5317,53.59375
5318,53.125
5319,36.71875
5320,52.96875
5321,53.59375
5322,53.125
5323,53.125
5324,53.4375
5325,52.96875
5326,41.09375
5327,53.125
5328,53.59375
5329,53.125
5330,53.4375
5331,39.0625
5332,53.4375
5333,53.125
5334,51.09375
5335,52.96875
5336,52.8125
5337,52.96875
5338,53.28125
5339,52.96875
5340,53.125
5341,52.96875
5342,53.125
5343,52.96875
5344,52.8125
5345,53.125
5346,53.59375
5347,53.4375
5348,52.96875
5349,52.96875
5350,52.96875
5351,45.3125
5352,52.96875
5353,52.96875
5354,46.40625
5355,53.125
5356,45.78125
5357,52.96875
5358,52.96875
5359,53.125
5360,53.125
5361,53.59375
5362,53.125
5363,40.78125
5364,52.96875
5365,53.4375
5366,50.15625
5367,53.125
5368,53.28125
5369,53.28125
5370,53.125
5371,53.4375
5372,53.4375
5373,52.96875
5374,52.96875
5375,53.125
5376,52.96875
5377,51.875
5378,52.96875
5379,53.75
5380,52.96875
5381,51.875
5382,53.125
5383,52.96875
5384,53.4375
5385,53.125
5386,42.65625
5387,52.96875
5388,53.125
5389,38.125
5390,52.96875
5391,52.96875
5392,53.125
5393,53.28125
5394,53.125
5395,50.15625
5396,52.96875
5397,52.96875
5398,53.125
5399,53.28125
5400,52.96875
5401,53.125
5402,53.59375
5403,52.03125
5404,52.96875
5405,53.4375
5406,52.96875
5407,53.59375
5408,48.90625
5409,53.125
5410,53.59375
5411,52.96875
5412,53.125
5413,53.125
5414,52.96875
5415,39.21875
5416,53.59375
5417,52.96875
5418,52.5
5419,53.125
5420,53.125
5421,36.875
5422,53.125
5423,52.96875
5424,53.125
5425,53.125
5426,40.78125
5427,52.96875
5428,53.125
5429,53.125
5430,53.125
5431,53.125
5432,53.59375
5433,53.59375
5434,53.125
5435,52.96875
5436,53.125
5437,53.59375
5438,53.125
5439,53.125
5440,53.125
5441,52.1875
5442,48.90625
5443,53.125
5444,52.8125
5445,53.59375
5446,53.59375
5447,53.28125
5448,52.96875
5449,49.84375
5450,52.96875
5451,53.4375
5452,52.96875
5453,53.59375
5454,53.125
5455,53.125
5456,40.3125
5457,53.125
5458,43.59375
5459,52.96875
5460,52.96875
5461,53.4375
5462,53.75
5463,53.59375
5464,52.96875
5465,52.96875
5466,53.4375
5467,53.4375
5468,53.125
5469,52.96875
5470,52.96875
5471,53.125
5472,53.75
5473,53.125
5474,53.125
5475,53.125
5476,53.75
5477,52.96875
5478,51.875
5479,53.28125
5480,53.75
5481,53.59375
5482,53.125
5483,52.96875
5484,53.4375
5485,52.8125
5486,53.125
5487,53.125
5488,53.125
5489,53.125
5490,53.125
5491,52.96875
5492,53.125
5493,53.4375
5494,53.125
5495,53.125
5496,53.125
5497,53.125
5498,52.96875
5499,53.125
5500,52.96875
5501,53.125
5502,53.125
5503,53.28125
5504,53.4375
5505,53.59375
5506,53.125
5507,53.125
5508,53.125
5509,53.125
5510,52.96875
5511,53.125
5512,35.46875
5513,53.4375
5514,53.28125
5515,53.125
5516,53.28125
5517,52.96875
5518,53.125
5519,53.125
5520,53.59375
5521,52.65625
5522,53.125
5523,53.4375
5524,41.40625
5525,46.71875
5526,53.28125
5527,53.28125
5528,53.59375
5529,53.28125
5530,52.96875
5531,53.125
5532,53.125
5533,53.125
5534,53.59375
5535,52.96875
5536,53.75
5537,53.59375
5538,50.3125
5539,52.96875
5540,53.125
5541,53.59375
5542,53.125
5543,52.8125
5544,53.59375
5545,53.28125
5546,53.125
5547,45.625
5548,53.125
5549,51.875
5550,47.96875
5551,53.125
5552,53.4375
5553,52.96875
5554,53.125
5555,35.15625
5556,53.59375
5557,53.125
5558,53.125
5559,53.125
5560,53.28125
5561,53.125
5562,53.125
5563,53.75
5564,53.125
5565,53.125
5566,49.53125
5567,37.1875
5568,46.25
5569,53.59375
5570,53.125
5571,53.125
5572,53.28125
5573,53.125
5574,52.96875
5575,53.125
5576,53.28125
5577,53.28125
5578,45.15625
5579,53.125
5580,45.9375
5581,53.125
5582,37.96875
5583,50.625
5584,50.625
5585,53.28125
5586,53.125
5587,53.28125
5588,53.125
5589,53.59375
5590,52.96875
5591,53.28125
5592,52.96875
5593,53.125
5594,53.59375
5595,52.5
5596,53.28125
5597,53.125
5598,52.5
5599,52.5
5600,53.28125
5601,53.75
5602,53.125
5603,53.75
5604,53.125
5605,53.59375
5606,53.4375
5607,53.125
5608,44.84375
5609,53.125
5610,53.59375
5611,53.125
5612,53.125
5613,53.125
5614,53.125
5615,52.65625
5616,53.75
5617,53.125
5618,51.875
5619,53.59375
5620,53.125
5621,53.4375
5622,53.125
5623,53.59375
5624,53.125
5625,53.125
5626,53.28125
5627,53.59375
5628,53.125
5629,53.125
5630,53.59375
5631,53.75
5632,53.75
5633,53.59375
5634,45
5635,35.15625
5636,53.125
5637,53.28125
5638,53.28125
5639,43.125
5640,53.4375
5641,53.59375
5642,53.125
5643,53.59375
5644,50.46875
5645,52.65625
5646,53.125
5647,53.125
5648,53.125
5649,53.4375
5650,53.59375
5651,52.1875
5652,53.59375
5653,52.96875
5654,53.75
5655,53.59375
5656,52.65625
5657,53.125
5658,53.125
5659,53.125
5660,53.125
5661,53.28125
5662,45.9375
5663,45
5664,53.28125
5665,53.59375
5666,53.59375
5667,52.5
5668,53.125
5669,53.125
5670,53.125
5671,46.71875
5672,53.28125
5673,53.90625
5674,52.03125
5675,53.28125
5676,53.28125
5677,53.59375
5678,53.125
5679,53.59375
5680,42.5
5681,53.125
5682,53.4375
5683,53.4375
5684,52.96875
5685,53.125
5686,53.28125
5687,43.4375
5688,53.125
5689,52.03125
5690,53.125
5691,53.125
5692,53.59375
5693,53.125
5694,50.78125
5695,53.28125
5696,46.71875
5697,53.125
5698,38.75
5699,53.125
5700,53.59375
5701,53.125
5702,34.84375
5703,53.125
5704,53.125
5705,53.125
5706,53.28125
5707,53.28125
5708,53.28125
5709,53.59375
5710,53.125
5711,53.125
5712,53.75
5713,53.59375
5714,53.125
5715,38.4375
5716,53.28125
5717,53.28125
5718,52.8125
5719,53.75
5720,52.96875
5721,53.125
5722,53.28125
5723,53.28125
5724,53.125
5725,53.28125
5726,49.53125
5727,48.59375
5728,53.125
5729,52.96875
5730,36.25
5731,53.125
5732,53.28125
5733,53.125
5734,50.15625
5735,41.5625
5736,52.03125
5737,53.75
5738,53.59375
5739,50.15625
5740,53.28125
5741,53.125
5742,53.4375
5743,53.28125
5744,53.28125
5745,53.28125
5746,53.125
5747,53.125
5748,53.125
5749,53.28125
5750,50.78125
5751,53.125
5752,53.75
5753,53.125
5754,53.125
5755,37.1875
5756,53.125
5757,53.125
5758,53.59375
5759,53.28125
5760,53.28125
5761,35.9375
5762,53.125
5763,53.125
5764,53.28125
5765,53.125
5766,53.59375
5767,53.125
5768,51.25
5769,53.75
5770,53.125
5771,53.125
5772,53.28125
5773,38.4375
5774,53.59375
5775,53.125
5776,53.125
5777,53.125
5778,53.75
5779,52.8125
5780,53.28125
5781,42.5
5782,43.59375
5783,48.4375
5784,53.75
5785,52.96875
5786,53.125
5787,53.125
5788,53.28125
5789,53.75
5790,52.96875
5791,53.28125
5792,52.1875
5793,53.125
5794,53.28125
5795,53.125
5796,53.75
5797,53.125
5798,53.28125
5799,53.28125
5800,53.28125
5801,51.71875
5802,50.78125
5803,53.59375
5804,53.75
5805,41.25
5806,53.125
5807,53.4375
5808,51.71875
5809,53.59375
5810,53.59375
5811,45.46875
5812,53.28125
5813,53.125
5814,53.28125
5815,53.75
5816,53.4375
5817,45.625
5818,53.28125
5819,53.59375
5820,47.03125
5821,53.125
5822,53.28125
5823,53.28125
5824,50.3125
5825,53.28125
5826,53.75
5827,53.28125
5828,53.28125
5829,53.28125
5830,53.4375
5831,53.125
5832,53.28125
5833,53.125
5834,50.3125
5835,53.4375
5836,53.28125
5837,53.59375
5838,53.28125
5839,53.28125
5840,53.125
5841,53.28125
5842,52.65625
5843,53.75
5844,53.59375
5845,53.28125
5846,43.90625
5847,53.75
5848,53.28125
5849,52.96875
5850,53.75
5851,53.75
5852,53.28125
5853,53.4375
5854,44.0625
5855,53.75
5856,53.125
5857,53.28125
5858,51.40625
5859,53.59375
5860,53.28125
5861,49.375
5862,53.75
5863,53.28125
5864,53.28125
5865,53.28125
5866,53.59375
5867,53.75
5868,53.75
5869,53.28125
5870,53.75
5871,53.125
5872,53.28125
5873,53.125
5874,52.96875
5875,53.28125
5876,40.15625
5877,53.28125
5878,53.125
5879,53.28125
5880,53.59375
5881,40.46875
5882,53.28125
5883,53.28125
5884,53.28125
5885,53.28125
5886,53.59375
5887,52.96875
5888,53.28125
5889,52.8125
5890,53.125
5891,53.28125
5892,53.4375
5893,53.28125
5894,53.28125
5895,53.75
5896,38.75
5897,53.28125
5898,53.28125
5899,53.125
5900,53.28125
5901,53.59375
5902,53.28125
5903,53.4375
5904,53.75
5905,53.75
5906,53.125
5907,53.28125
5908,53.28125
5909,49.53125
5910,53.4375
5911,40.625
5912,53.28125
5913,53.28125
5914,34.6875
5915,53.28125
5916,53.75
5917,53.28125
5918,53.75
5919,52.03125
5920,44.6875
5921,52.65625
5922,53.75
5923,53.28125
5924,53.59375
5925,53.28125
5926,53.4375
5927,38.90625
5928,53.75
5929,53.4375
5930,53.28125
5931,50.15625
5932,53.90625
5933,53.4375
5934,53.28125
5935,53.4375
5936,53.4375
5937,53.75
5938,53.28125
5939,53.75
5940,53.28125
5941,38.4375
5942,53.28125
5943,53.75
5944,53.28125
5945,53.28125
5946,53.4375
5947,53.28125
5948,34.21875
5949,50.78125
5950,47.8125
5951,52.96875
5952,52.65625
5953,51.71875
5954,33.28125
5955,48.28125
5956,53.75
5957,53.125
5958,53.28125
5959,52.8125
5960,52.03125
5961,37.1875
