éûçè,cell_1(V),cell_2(V),cell_3(V),cell_4(V),cell_5(V),cell_6(V),cell_7(V),cell_8(V),cell_9(V),cell_10(V),cell_11(V),cell_12(V),cell_13(V),cell_14(V),cell_15(V),cell_16(V)
9:30:29,2.8308,2.8517,2.8162,2.8403,2.843,2.8541,2.8146,2.8186,2.7871,2.7803,2.8289,2.7921,2.7923,2.7523,2.7594,2.7734
9:30:30,2.7865,2.8096,2.7773,2.8017,2.8056,2.8146,2.7776,2.7786,2.7412,2.7406,2.7926,2.7581,2.7889,2.7497,2.7562,2.7702
9:30:31,2.7675,2.7918,2.7508,2.7724,2.7768,2.7821,2.7462,2.7419,2.6949,2.6995,2.7517,2.7155,2.7575,2.7147,2.7425,2.7558
9:30:32,2.7218,2.7523,2.7108,2.7326,2.7411,2.7419,2.727,2.7204,2.6679,2.6765,2.7295,2.6937,2.7575,2.7147,2.7425,2.7558
9:30:33,2.6721,2.7104,2.6888,2.7074,2.7147,2.7121,2.6802,2.6683,2.6017,2.6236,2.6786,2.6434,2.6893,2.6407,2.6453,2.6561
9:30:34,2.6689,2.7076,2.664,2.6861,2.6963,2.6955,2.6687,2.659,2.5872,2.616,2.6724,2.6371,2.6747,2.6287,2.6365,2.6487
9:30:35,2.6609,2.697,2.6492,2.6668,2.6743,2.6669,2.6394,2.6227,2.5322,2.5721,2.6265,2.5882,2.6468,2.5956,2.5978,2.6065
9:30:36,2.5941,2.6416,2.5939,2.6151,2.6288,2.6211,2.602,2.5848,2.4596,2.5386,2.6005,2.5648,2.6029,2.554,2.5577,2.5684
9:30:37,2.5727,2.6208,2.5719,2.5914,2.6033,2.6162,2.5957,2.576,2.4285,2.5252,2.582,2.5448,2.5749,2.5243,2.5248,2.5334
9:30:38,2.5519,2.6044,2.5544,2.5758,2.5886,2.5775,2.5627,2.5416,2.2299,2.494,2.5527,2.5163,2.561,2.5115,2.5119,2.522
9:30:39,2.531,2.5837,2.5314,2.5505,2.5608,2.5455,2.5325,2.5054,2.1754,2.4903,2.5467,2.5076,2.5296,2.4781,2.4737,2.4808
9:30:40,2.5005,2.5596,2.5091,2.5313,2.5454,2.5308,2.5228,2.4967,2.185,2.4474,2.5064,2.4683,2.5143,2.4671,2.4633,2.474
9:30:41,2.4994,2.5594,2.5087,2.5322,2.5428,2.5284,2.5214,2.4951,2.1482,2.4469,2.5059,2.4655,2.5133,2.4675,2.463,2.4717
9:30:42,2.4973,2.5582,2.5075,2.5313,2.5412,2.5279,2.5215,2.4946,2.1805,2.446,2.5043,2.4638,2.5121,2.4678,2.4618,2.4699
9:30:43,2.4893,2.5488,2.4981,2.5233,2.5391,2.5249,2.5201,2.4934,2.188,2.4429,2.4985,2.4547,2.5013,2.4607,2.46,2.4661
9:30:44,2.4876,2.5482,2.4983,2.5235,2.5304,2.5164,2.5128,2.4848,2.1695,2.4372,2.4947,2.451,2.5013,2.4607,2.4514,2.4585
9:30:45,2.4883,2.5475,2.4985,2.5251,2.5302,2.5162,2.5141,2.4857,2.1482,2.4384,2.4945,2.4502,2.501,2.4635,2.453,2.4584
9:30:46,2.4883,2.5474,2.4992,2.5256,2.5288,2.516,2.5139,2.485,2.1345,2.4389,2.4952,2.4491,2.4999,2.4638,2.4526,2.4584
9:30:47,2.4892,2.5479,2.4993,2.5282,2.5301,2.5169,2.5165,2.4862,2.0983,2.4417,2.497,2.4495,2.5013,2.4682,2.4551,2.4598
9:30:48,2.4904,2.5484,2.5014,2.5305,2.5309,2.5181,2.5167,2.4875,2.0856,2.4429,2.4979,2.4498,2.5021,2.471,2.4581,2.4612
9:30:49,2.4921,2.5495,2.502,2.5317,2.5318,2.5186,2.5188,2.4882,2.1351,2.445,2.4993,2.4495,2.5024,2.4724,2.4581,2.4616
9:30:50,2.4932,2.5503,2.5039,2.5347,2.5332,2.52,2.5216,2.4904,2.1248,2.4473,2.5026,2.4514,2.5037,2.4763,2.4616,2.4626
9:30:51,2.4953,2.5516,2.506,2.538,2.5346,2.5221,2.5238,2.492,2.1313,2.4496,2.5036,2.4518,2.5049,2.4789,2.4634,2.4649
9:30:52,2.4965,2.553,2.5074,2.539,2.536,2.5234,2.5254,2.4936,2.1037,2.4529,2.5066,2.4528,2.5072,2.4833,2.4669,2.4674
9:30:53,2.4993,2.5556,2.5098,2.5425,2.5378,2.5254,2.5273,2.4946,2.1049,2.4543,2.5078,2.4545,2.5095,2.4873,2.4704,2.4703
9:30:54,2.5023,2.5571,2.5114,2.545,2.5388,2.527,2.5301,2.4965,2.098,2.4574,2.5108,2.4566,2.5114,2.4896,2.4723,2.4714
9:30:55,2.5031,2.5584,2.5137,2.5483,2.5406,2.5288,2.5326,2.4985,2.135,2.4611,2.5137,2.4579,2.5121,2.4932,2.4753,2.4737
9:30:56,2.5056,2.5599,2.5161,2.5513,2.5427,2.5314,2.5359,2.5016,2.1573,2.4623,2.515,2.4587,2.513,2.495,2.4776,2.4751
9:30:57,2.5094,2.5634,2.5198,2.5553,2.5442,2.5331,2.5371,2.5034,2.131,2.4666,2.5181,2.4617,2.5156,2.4995,2.4818,2.4781
9:30:58,2.5106,2.5647,2.521,2.5572,2.5467,2.5352,2.5406,2.506,2.1407,2.4705,2.5218,2.464,2.5188,2.5042,2.4862,2.4823
9:30:59,2.5106,2.5647,2.521,2.5572,2.5467,2.5352,2.5406,2.506,2.1407,2.4705,2.5218,2.464,2.5216,2.509,2.4908,2.4852
9:31:00,2.5171,2.5697,2.5276,2.5647,2.5511,2.5401,2.5458,2.5104,2.1184,2.4764,2.527,2.4692,2.523,2.5112,2.493,2.4875
9:31:01,2.5171,2.5697,2.5276,2.5647,2.5511,2.5401,2.5458,2.5104,2.1184,2.4764,2.527,2.4692,2.5254,2.5151,2.4974,2.4901
9:31:02,2.522,2.5729,2.5304,2.5684,2.5549,2.5445,2.5504,2.5144,2.1465,2.482,2.5328,2.4734,2.5268,2.5175,2.499,2.4921
9:31:03,2.5251,2.5769,2.533,2.5717,2.5573,2.5468,2.5532,2.5177,2.1666,2.4855,2.5356,2.4755,2.5293,2.5214,2.503,2.4951
9:31:04,2.5267,2.5783,2.5372,2.5755,2.5603,2.5494,2.5568,2.5205,2.1418,2.4891,2.5375,2.4776,2.5293,2.5214,2.503,2.4951
9:31:05,2.5296,2.5811,2.5397,2.5792,2.5622,2.5532,2.5574,2.5217,2.1563,2.4909,2.5405,2.4813,2.5335,2.5278,2.5095,2.4998
9:31:06,2.5296,2.5811,2.5397,2.5792,2.5622,2.5532,2.5593,2.5231,2.161,2.4933,2.5417,2.4821,2.5349,2.5298,2.5111,2.5017
9:31:07,2.5342,2.584,2.543,2.5821,2.5657,2.556,2.5624,2.5261,2.1613,2.4971,2.5461,2.4856,2.5379,2.5343,2.5155,2.5047
9:31:08,2.5381,2.5896,2.5464,2.5867,2.569,2.5589,2.5662,2.5299,2.1484,2.5011,2.5507,2.4894,2.5412,2.539,2.5202,2.5093
9:31:09,2.5402,2.591,2.5506,2.5903,2.572,2.5624,2.5702,2.5339,2.1267,2.5048,2.5542,2.4931,2.5447,2.5436,2.5227,2.5108
9:31:10,2.5434,2.5939,2.5532,2.5943,2.5744,2.5654,2.5706,2.535,2.1641,2.5069,2.5554,2.4947,2.5454,2.5453,2.5259,2.514
9:31:11,2.5463,2.5964,2.5551,2.5957,2.5757,2.5666,2.5742,2.5381,2.1601,2.5109,2.5591,2.4976,2.5481,2.5492,2.5302,2.5175
9:31:12,2.5477,2.5981,2.5583,2.5997,2.5785,2.5703,2.5781,2.5414,2.1351,2.5143,2.5624,2.4995,2.5511,2.5513,2.5322,2.5194
9:31:13,2.5498,2.6008,2.56,2.602,2.5806,2.572,2.5796,2.5439,2.1368,2.5159,2.5642,2.5027,2.5523,2.5551,2.5357,2.5224
9:31:14,2.5524,2.6034,2.5635,2.6036,2.5823,2.5736,2.5819,2.5456,2.1812,2.5192,2.5664,2.5051,2.5546,2.5586,2.539,2.5247
9:31:15,2.5544,2.6044,2.5649,2.6078,2.5846,2.5755,2.5833,2.5467,2.1821,2.5206,2.5678,2.5069,2.557,2.5623,2.5424,2.5261
9:31:16,2.5568,2.5962,2.5984,2.5639,2.6325,2.5369,2.6011,2.5488,2.1955,2.5381,2.5231,2.5427,2.5735,2.5483,2.5438,2.5291
9:31:17,2.5578,2.5971,2.6056,2.5633,2.6379,2.5378,2.6039,2.5521,2.2199,2.5412,2.5256,2.5446,2.5767,2.551,2.5469,2.5315
9:31:18,2.5605,2.5997,2.6084,2.5662,2.6398,2.5387,2.6057,2.5538,2.2348,2.5428,2.5266,2.5474,2.5792,2.5546,2.5504,2.5326
9:31:19,2.5634,2.6025,2.6098,2.568,2.6412,2.5415,2.6085,2.5566,2.2297,2.5461,2.5292,2.5502,2.5802,2.5562,2.5524,2.5357
9:31:20,2.5646,2.6039,2.6124,2.5709,2.6442,2.5444,2.6119,2.5592,2.2093,2.5504,2.5324,2.554,2.5828,2.5602,2.554,2.537
9:31:21,2.5676,2.6067,2.6153,2.5742,2.6463,2.5467,2.614,2.5622,2.2164,2.5513,2.5338,2.5554,2.5839,2.562,2.5569,2.5401
9:31:22,2.57,2.6091,2.6183,2.5777,2.6472,2.5481,2.6153,2.5638,2.2159,2.5537,2.5368,2.558,2.586,2.5649,2.5603,2.5426
9:31:23,2.5711,2.6104,2.6197,2.5786,2.6498,2.5512,2.6167,2.565,2.2191,2.5558,2.5378,2.5601,2.5879,2.5681,2.5633,2.5442
9:31:24,2.5723,2.6119,2.6213,2.58,2.6512,2.5521,2.6188,2.5668,2.2189,2.5574,2.5394,2.5613,2.589,2.5693,2.5645,2.5461
9:31:25,2.5749,2.6145,2.6241,2.5833,2.6526,2.5542,2.6214,2.5706,2.2397,2.5623,2.5415,2.5643,2.5914,2.573,2.5675,2.5492
9:31:26,2.5753,2.6156,2.6251,2.5858,2.6542,2.5556,2.624,2.572,2.2952,2.5626,2.5439,2.5653,2.5925,2.5753,2.5692,2.5496
9:31:27,2.5753,2.6156,2.6251,2.5858,2.6542,2.5554,2.6236,2.5727,2.3036,2.5649,2.5451,2.5685,2.5925,2.5753,2.5692,2.5508
9:31:28,2.5741,2.6191,2.6286,2.5884,2.6575,2.5591,2.6257,2.5751,2.3041,2.5665,2.5479,2.5706,2.5948,2.5784,2.5726,2.5534
9:31:29,2.568,2.646,2.6068,2.6149,2.6341,2.5767,2.635,2.569,2.449,2.5558,2.549,2.5715,2.5967,2.5807,2.574,2.5547
9:31:30,2.5687,2.6476,2.6082,2.6167,2.6356,2.5745,2.6404,2.5685,2.4509,2.5562,2.5827,2.5568,2.5978,2.5822,2.5757,2.5561
9:31:31,2.5714,2.6502,2.6108,2.6198,2.6374,2.5764,2.6427,2.5713,2.4472,2.5576,2.5839,2.558,2.6002,2.5856,2.5787,2.5582
9:31:32,2.5742,2.6528,2.6133,2.6227,2.6383,2.5785,2.6441,2.5725,2.4416,2.5604,2.586,2.5608,2.6021,2.587,2.5799,2.5592
9:31:33,2.5755,2.6535,2.6147,2.6239,2.6406,2.5805,2.6467,2.5752,2.4384,2.5637,2.5894,2.5637,2.6034,2.5896,2.5826,2.562
9:31:34,2.5778,2.6569,2.6173,2.6267,2.6425,2.5829,2.6488,2.578,2.4331,2.5655,2.5908,2.5645,2.6046,2.5912,2.5841,2.5631
9:31:35,2.5806,2.6591,2.6206,2.6298,2.6455,2.5841,2.6504,2.5794,2.4108,2.5681,2.593,2.5677,2.6067,2.5943,2.5866,2.5659
9:31:36,2.5821,2.6607,2.6219,2.6314,2.6465,2.5873,2.653,2.5825,2.3972,2.5711,2.5964,2.5705,2.6092,2.5971,2.5898,2.5687
9:31:37,2.5848,2.6638,2.6252,2.6344,2.6485,2.5902,2.6565,2.586,2.43,2.5751,2.5981,2.5726,2.6113,2.5994,2.5917,2.5701
9:31:38,2.587,2.6665,2.6274,2.6373,2.652,2.5929,2.6583,2.5869,2.4291,2.5754,2.6012,2.5747,2.6139,2.6023,2.5945,2.5727
9:31:39,2.5886,2.6679,2.629,2.6382,2.6521,2.5941,2.6604,2.5901,2.426,2.5777,2.6032,2.5764,2.6163,2.6056,2.5974,2.5759
9:31:40,2.5914,2.6707,2.6327,2.6419,2.6537,2.5957,2.6612,2.5911,2.4241,2.5806,2.6054,2.5794,2.6195,2.6069,2.5983,2.5764
9:31:41,2.5928,2.6719,2.6334,2.6429,2.656,2.5983,2.6642,2.5939,2.4001,2.5838,2.6081,2.5816,2.6205,2.6102,2.6016,2.5793
9:31:42,2.5964,2.6748,2.6362,2.6453,2.6584,2.6005,2.6668,2.5969,2.3982,2.5864,2.611,2.5848,2.6205,2.6102,2.6016,2.5793
9:31:43,2.5984,2.6771,2.6379,2.6474,2.6595,2.6023,2.6684,2.5976,2.3953,2.5881,2.6126,2.5863,2.624,2.6146,2.6053,2.583
9:31:44,2.5998,2.6787,2.64,2.6499,2.6621,2.6044,2.6707,2.6007,2.386,2.5902,2.6152,2.5883,2.6268,2.6172,2.6078,2.5858
9:31:45,2.6148,2.6677,2.6424,2.6525,2.6509,2.6374,2.6469,2.613,2.3874,2.5921,2.6166,2.5893,2.6284,2.6187,2.6094,2.5871
9:31:46,2.6181,2.6707,2.6449,2.6546,2.6528,2.6386,2.6483,2.6147,2.3933,2.5955,2.6196,2.5932,2.6305,2.6221,2.6116,2.5897
9:31:47,2.6198,2.6721,2.6466,2.6563,2.6537,2.6416,2.6504,2.6173,2.3813,2.5981,2.6224,2.5956,2.6333,2.6245,2.6139,2.592
9:31:48,2.6223,2.6742,2.6492,2.659,2.6561,2.6439,2.653,2.6201,2.3897,2.5998,2.6238,2.5966,2.6346,2.6264,2.615,2.5934
9:31:49,2.6236,2.6755,2.6505,2.6602,2.6575,2.6449,2.6542,2.6215,2.3816,2.6022,2.6266,2.5996,2.6367,2.6291,2.6167,2.596
9:31:50,2.6261,2.6778,2.6531,2.6621,2.6591,2.6477,2.6565,2.6243,2.3766,2.6033,2.6273,2.6005,2.6393,2.6315,2.6178,2.5985
9:31:51,2.6261,2.6778,2.6531,2.6621,2.6591,2.6477,2.6565,2.6243,2.3766,2.6033,2.6273,2.6005,2.6398,2.6327,2.6188,2.599
9:31:52,2.6297,2.6811,2.6573,2.6658,2.6617,2.6507,2.66,2.6275,2.3846,2.6084,2.632,2.6049,2.6421,2.6354,2.6211,2.6016
9:31:53,2.6318,2.6838,2.6595,2.6682,2.6644,2.6529,2.6618,2.6297,2.3747,2.6106,2.6342,2.6068,2.6421,2.6354,2.6211,2.6016
9:31:54,2.6338,2.6853,2.6608,2.6693,2.6647,2.6535,2.6628,2.6301,2.357,2.6115,2.6351,2.6078,2.6447,2.6389,2.6245,2.6044
9:31:55,2.6348,2.6867,2.6623,2.6714,2.667,2.6559,2.6652,2.6331,2.3731,2.615,2.6377,2.6096,2.6474,2.6415,2.6266,2.6067
9:31:56,2.6357,2.6886,2.6637,2.6731,2.6684,2.658,2.6652,2.6331,2.3731,2.615,2.6377,2.6096,2.6488,2.6434,2.629,2.6079
9:31:57,2.6394,2.6903,2.6664,2.6752,2.6702,2.6594,2.6689,2.6369,2.3661,2.6187,2.6425,2.6138,2.6512,2.6457,2.6304,2.6105
9:31:58,2.6411,2.693,2.6683,2.6763,2.6712,2.6608,2.67,2.6382,2.3717,2.6195,2.643,2.6159,2.6533,2.6465,2.6316,2.6114
9:31:59,2.6411,2.693,2.6683,2.6763,2.6712,2.6608,2.67,2.6382,2.3717,2.6195,2.643,2.6159,2.6533,2.6465,2.6316,2.6114
9:32:00,2.6438,2.6957,2.6715,2.68,2.6749,2.6652,2.6739,2.6422,2.3534,2.6246,2.6472,2.619,2.6561,2.6511,2.6353,2.6151
9:32:01,2.645,2.6967,2.6736,2.6817,2.6761,2.667,2.6751,2.6422,2.3534,2.6246,2.6472,2.619,2.6577,2.6527,2.6373,2.6163
9:32:02,2.6479,2.7001,2.675,2.684,2.6777,2.6682,2.677,2.646,2.358,2.6272,2.6505,2.6222,2.6591,2.6545,2.6391,2.6183
9:32:03,2.6481,2.7008,2.6767,2.6856,2.6788,2.6692,2.678,2.6467,2.34,2.6288,2.6523,2.6231,2.6602,2.6562,2.6403,2.6192
9:32:04,2.6509,2.703,2.6791,2.6873,2.6807,2.6718,2.6803,2.6483,2.3799,2.6295,2.653,2.625,2.6623,2.6583,2.6424,2.6209
9:32:05,2.6521,2.7046,2.6791,2.6873,2.6807,2.6722,2.6808,2.6495,2.3412,2.6323,2.6558,2.6255,2.6632,2.6588,2.6429,2.622
9:32:06,2.6535,2.7055,2.6812,2.6904,2.6823,2.6734,2.6819,2.6508,2.3351,2.6328,2.6565,2.6269,2.6648,2.6599,2.6442,2.6225
9:32:07,2.6551,2.707,2.6832,2.6913,2.6838,2.675,2.6835,2.6523,2.3229,2.6344,2.6575,2.6281,2.666,2.6625,2.6466,2.6244
9:32:08,2.6577,2.7074,2.6846,2.6925,2.6851,2.6767,2.6852,2.6541,2.3368,2.6365,2.66,2.6299,2.6669,2.6639,2.648,2.6267
9:32:09,2.6581,2.7091,2.6851,2.6938,2.6863,2.6778,2.6861,2.6548,2.2927,2.6375,2.661,2.6307,2.6679,2.6651,2.6487,2.6269
9:32:10,2.6596,2.7112,2.6873,2.6962,2.6879,2.6799,2.6875,2.6565,2.318,2.6386,2.6622,2.6321,2.6693,2.6665,2.6499,2.6283
9:32:11,2.6607,2.7118,2.6886,2.6969,2.6886,2.6808,2.6892,2.6583,2.3253,2.6407,2.664,2.6339,2.6709,2.6683,2.6515,2.63
9:32:12,2.6617,2.7137,2.6896,2.6983,2.6896,2.6813,2.6903,2.6593,2.303,2.6415,2.6647,2.6341,2.6713,2.6688,2.6522,2.6304
9:32:13,2.6635,2.7152,2.6915,2.7,2.6915,2.683,2.692,2.6597,2.3168,2.6422,2.6659,2.6351,2.6725,2.6707,2.6531,2.6314
9:32:14,2.6415,2.7276,2.6926,2.7007,2.7045,2.654,2.7178,2.6349,2.34,2.6527,2.6436,2.6622,2.6732,2.6688,2.6592,2.6323
9:32:15,2.6401,2.7304,2.6938,2.7018,2.7064,2.6551,2.7201,2.6357,2.3185,2.6607,2.635,2.6702,2.6593,2.658,2.6703,2.6334
9:32:16,2.6404,2.7313,2.6945,2.7025,2.7069,2.6551,2.7201,2.6357,2.3185,2.6607,2.6359,2.6709,2.6593,2.6583,2.6708,2.6343
9:32:17,2.6422,2.7331,2.6964,2.7046,2.709,2.6574,2.7226,2.6378,2.3407,2.6631,2.6378,2.6726,2.6611,2.6608,2.6731,2.6369
9:32:18,2.6443,2.7346,2.6978,2.7053,2.7088,2.6575,2.7234,2.6384,2.3241,2.6647,2.639,2.6733,2.6627,2.6616,2.6736,2.6371
9:32:19,2.6443,2.7352,2.6989,2.7065,2.7106,2.6591,2.725,2.6403,2.3195,2.6661,2.6408,2.6753,2.6634,2.6636,2.675,2.6386
9:32:20,2.6453,2.736,2.6999,2.7074,2.7115,2.6603,2.725,2.6403,2.3195,2.6661,2.6408,2.6753,2.6651,2.6651,2.6771,2.6404
9:32:21,2.6469,2.7378,2.701,2.7089,2.712,2.661,2.7271,2.6418,2.3044,2.6677,2.642,2.677,2.665,2.6653,2.6771,2.6404
9:32:22,2.6473,2.7382,2.7022,2.7106,2.7133,2.6623,2.7273,2.6438,2.3156,2.6693,2.6438,2.6769,2.6662,2.6663,2.6782,2.6418
9:32:23,2.6487,2.7403,2.7036,2.7109,2.7145,2.6639,2.7292,2.644,2.3147,2.67,2.6436,2.679,2.6676,2.6677,2.6789,2.6425
9:32:24,2.6495,2.7411,2.7036,2.7118,2.7143,2.664,2.7297,2.6449,2.2971,2.6712,2.6453,2.679,2.6678,2.6684,2.6796,2.643
9:32:25,2.6499,2.7416,2.7054,2.7133,2.7155,2.6654,2.731,2.6462,2.3051,2.6731,2.6464,2.6798,2.669,2.67,2.6805,2.6442
9:32:26,2.652,2.7432,2.7073,2.7144,2.7169,2.6668,2.7322,2.6471,2.3102,2.6736,2.6476,2.6814,2.6702,2.6714,2.6818,2.6454
9:32:27,2.6525,2.7444,2.7083,2.7146,2.7173,2.6672,2.7334,2.6476,2.2965,2.6743,2.6487,2.6823,2.671,2.6721,2.682,2.6463
9:32:28,2.6537,2.7453,2.7095,2.7168,2.7176,2.6682,2.7343,2.6489,2.2953,2.6754,2.6497,2.6833,2.671,2.6721,2.682,2.6463
9:32:29,2.6539,2.746,2.7101,2.7174,2.7192,2.6693,2.7357,2.6497,2.2889,2.6762,2.6511,2.6837,2.671,2.6721,2.682,2.6463
9:32:30,2.6551,2.7467,2.7106,2.7177,2.7199,2.6691,2.7359,2.6504,2.2786,2.6776,2.652,2.6844,2.6731,2.6745,2.6829,2.6482
9:32:31,2.6562,2.7476,2.712,2.7191,2.7204,2.6708,2.7371,2.6517,2.2875,2.6785,2.6525,2.6854,2.6742,2.6754,2.6836,2.6491
9:32:32,2.656,2.7485,2.7127,2.7196,2.7211,2.6708,2.7371,2.6517,2.2875,2.6785,2.6525,2.6851,2.6742,2.6755,2.6836,2.6491
9:32:33,2.6576,2.7499,2.7136,2.7203,2.7222,2.6719,2.738,2.6529,2.2869,2.6799,2.6537,2.6861,2.6752,2.6775,2.6843,2.6507
9:32:34,2.6586,2.7502,2.7144,2.721,2.7227,2.6729,2.7392,2.6536,2.2698,2.6811,2.6551,2.6866,2.6759,2.6778,2.6846,2.6508
9:32:35,2.6598,2.7516,2.7155,2.721,2.7236,2.674,2.74,2.6548,2.2821,2.682,2.6556,2.6877,2.6766,2.6792,2.6855,2.6522
9:32:36,2.6602,2.7528,2.7165,2.7229,2.7244,2.6745,2.7411,2.6557,2.2903,2.6829,2.6569,2.6884,2.678,2.6801,2.6862,2.6521
9:32:37,2.6609,2.7533,2.7172,2.7228,2.7246,2.6754,2.7416,2.6564,2.2737,2.6834,2.6576,2.6891,2.6784,2.6803,2.6862,2.6533
9:32:38,2.6616,2.7546,2.7179,2.724,2.725,2.6757,2.7423,2.6567,2.2794,2.6843,2.6581,2.6894,2.6791,2.6818,2.6867,2.6542
9:32:39,2.6623,2.7542,2.719,2.7245,2.7262,2.6768,2.7432,2.6578,2.2831,2.6855,2.6586,2.6901,2.6794,2.6824,2.6867,2.6543
9:32:40,2.6621,2.7558,2.7195,2.7257,2.7267,2.678,2.7444,2.659,2.2791,2.6867,2.6598,2.6905,2.6803,2.6832,2.6876,2.6557
9:32:41,2.6645,2.7572,2.7212,2.7275,2.7279,2.6792,2.7456,2.6601,2.2841,2.6881,2.6605,2.6921,2.6816,2.6846,2.6888,2.6573
9:32:42,2.6645,2.7572,2.7212,2.7275,2.7279,2.6792,2.7456,2.6601,2.2841,2.6881,2.6605,2.6921,2.6824,2.6852,2.6895,2.6577
9:32:43,2.6918,2.7464,2.723,2.7284,2.716,2.707,2.7231,2.687,2.277,2.6745,2.6951,2.6606,2.697,2.6997,2.6764,2.6584
9:32:44,2.6918,2.7464,2.723,2.7284,2.716,2.7115,2.7208,2.6889,2.2698,2.6743,2.6965,2.6605,2.6991,2.7012,2.6753,2.6587
9:32:45,2.6836,2.7586,2.7245,2.7304,2.7302,2.7,2.7228,2.6906,2.2779,2.6755,2.6975,2.6605,2.7005,2.7026,2.676,2.6599
9:32:46,2.6803,2.7625,2.726,2.7314,2.7319,2.6995,2.7228,2.6907,2.2743,2.6767,2.6983,2.6616,2.7007,2.7033,2.6764,2.6599
9:32:47,2.6805,2.7625,2.7262,2.7316,2.7326,2.683,2.748,2.6816,2.2734,2.6765,2.6983,2.6618,2.701,2.7033,2.6765,2.6605
