éûçè,cell_1(V),cell_2(V),cell_3(V),cell_4(V),cell_5(V),cell_6(V),cell_7(V),cell_8(V),cell_9(V),cell_10(V),cell_11(V),cell_12(V),cell_13(V),cell_14(V),cell_15(V),cell_16(V)
11:26:05,3.3572,3.3562,3.3577,3.3594,3.3584,3.3587,3.359,3.3683,3.3826,3.3601,3.3593,3.368,3.361,3.3613,3.3632,3.3609
11:26:06,3.3577,3.3564,3.3575,3.3593,3.3589,3.3582,3.3588,3.3687,3.3819,3.3599,3.3601,3.3673,3.3613,3.3617,3.3629,3.3597
11:26:07,3.358,3.3557,3.3575,3.36,3.358,3.3584,3.3593,3.3681,3.3817,3.3597,3.3584,3.3672,3.3599,3.3603,3.3625,3.3602
11:26:08,3.3568,3.3561,3.3572,3.3586,3.358,3.3584,3.3584,3.3681,3.3808,3.3596,3.3593,3.3677,3.3608,3.3606,3.3625,3.3604
11:26:09,3.358,3.3554,3.3563,3.3589,3.3582,3.3577,3.3586,3.3683,3.3803,3.3594,3.3594,3.367,3.3608,3.361,3.3622,3.3602
11:26:10,3.358,3.3554,3.3563,3.3589,3.3582,3.3577,3.3586,3.3683,3.3803,3.3594,3.3594,3.367,3.3605,3.3606,3.3617,3.3599
11:26:11,3.3566,3.3559,3.3565,3.358,3.3584,3.3572,3.3584,3.3681,3.3798,3.359,3.3587,3.3672,3.3599,3.3608,3.362,3.3594
11:26:12,3.3573,3.3552,3.3565,3.3589,3.3568,3.3572,3.3583,3.3676,3.3791,3.359,3.3589,3.3668,3.3601,3.3604,3.3611,3.3595
11:26:13,3.3558,3.3554,3.3569,3.3577,3.3578,3.3575,3.3576,3.3681,3.378,3.3585,3.3587,3.3679,3.3599,3.36,3.3616,3.3591
11:26:14,3.3572,3.355,3.3556,3.3579,3.3566,3.3567,3.3585,3.3673,3.3786,3.3589,3.3587,3.3665,3.3597,3.3597,3.3613,3.3584
11:26:15,3.3561,3.3549,3.3563,3.3582,3.3566,3.3572,3.3571,3.3669,3.3786,3.3582,3.3582,3.367,3.3592,3.3595,3.3615,3.359
11:26:16,3.3561,3.3547,3.356,3.3579,3.3571,3.3563,3.3572,3.3669,3.3777,3.3585,3.358,3.366,3.3597,3.3599,3.3611,3.3586
11:26:17,3.3561,3.3547,3.356,3.3579,3.3571,3.3563,3.3572,3.3669,3.3777,3.3585,3.358,3.366,3.3583,3.359,3.3608,3.3586
11:26:18,3.3558,3.3547,3.3553,3.3574,3.3568,3.3574,3.3569,3.3667,3.3779,3.3575,3.3579,3.367,3.3592,3.3594,3.3609,3.3579
11:26:19,3.3558,3.3547,3.3555,3.3572,3.3563,3.3565,3.3569,3.3664,3.3768,3.357,3.3573,3.3663,3.358,3.359,3.3601,3.3584
11:26:20,3.3547,3.3545,3.3551,3.3574,3.3566,3.3558,3.3567,3.3669,3.3765,3.3575,3.3577,3.3658,3.3585,3.3592,3.3604,3.3577
11:26:21,3.3563,3.3542,3.3551,3.3572,3.3559,3.3556,3.3567,3.3666,3.3754,3.3582,3.3568,3.3654,3.3585,3.359,3.3601,3.3581
11:26:22,3.3551,3.3545,3.3553,3.3565,3.3561,3.3561,3.3565,3.3657,3.3761,3.3578,3.357,3.3658,3.3587,3.3588,3.3602,3.3581
11:26:23,3.3551,3.3545,3.3544,3.3563,3.3559,3.3547,3.3562,3.3662,3.3747,3.3573,3.3573,3.3653,3.3582,3.3585,3.3599,3.3583
11:26:24,3.3558,3.3535,3.3548,3.3567,3.3552,3.3563,3.3564,3.3652,3.3754,3.3573,3.3561,3.3651,3.3573,3.3583,3.3592,3.3576
11:26:25,3.3547,3.3543,3.3548,3.356,3.3557,3.357,3.3558,3.3657,3.3749,3.3566,3.3566,3.3654,3.358,3.3587,3.3592,3.3572
11:26:26,3.3551,3.3536,3.3553,3.3563,3.3557,3.3553,3.3564,3.366,3.3737,3.3571,3.3561,3.3644,3.3567,3.3583,3.359,3.3576
11:26:27,3.3542,3.3538,3.3549,3.3565,3.3549,3.3554,3.3564,3.3653,3.3745,3.3577,3.3556,3.3653,3.3575,3.3585,3.3595,3.3574
11:26:28,3.3553,3.3531,3.3542,3.3558,3.3556,3.3551,3.3564,3.3666,3.3738,3.3566,3.3561,3.3647,3.3575,3.3576,3.359,3.3572
11:26:29,3.3541,3.3531,3.3546,3.3558,3.3549,3.3554,3.3557,3.365,3.3738,3.3568,3.3565,3.3653,3.3571,3.358,3.3586,3.3572
11:26:30,3.3542,3.3531,3.3544,3.3558,3.3554,3.3551,3.3555,3.3657,3.3728,3.3561,3.357,3.3646,3.3571,3.358,3.3586,3.3567
11:26:31,3.3541,3.3531,3.3541,3.3558,3.3543,3.3554,3.356,3.3655,3.3731,3.3568,3.356,3.3654,3.3564,3.3571,3.3586,3.3565
11:26:32,3.3539,3.3529,3.3539,3.3548,3.3543,3.3549,3.3548,3.3652,3.3723,3.3557,3.356,3.3644,3.3569,3.3574,3.3581,3.3563
11:26:33,3.3554,3.3524,3.3539,3.3554,3.3543,3.3542,3.3551,3.3648,3.3719,3.3563,3.3565,3.3639,3.3564,3.3569,3.3579,3.3565
11:26:34,3.3537,3.3528,3.3544,3.3554,3.3543,3.3549,3.355,3.3645,3.3717,3.3559,3.3553,3.3646,3.356,3.3573,3.3585,3.3565
11:26:35,3.3542,3.3526,3.3537,3.3553,3.3547,3.3542,3.3546,3.365,3.3714,3.3557,3.3554,3.364,3.3569,3.3571,3.3579,3.356
11:26:36,3.3534,3.3517,3.3539,3.3551,3.3543,3.3544,3.3546,3.3645,3.3721,3.3559,3.3551,3.364,3.356,3.3566,3.3581,3.3565
11:26:37,3.3539,3.3523,3.3532,3.3542,3.3545,3.3542,3.3548,3.3647,3.3711,3.3556,3.3556,3.3632,3.3567,3.3571,3.3581,3.3562
11:26:38,3.3542,3.3519,3.3532,3.3548,3.3538,3.3541,3.3546,3.3641,3.3712,3.3561,3.3548,3.3642,3.3559,3.3569,3.358,3.356
11:26:39,3.353,3.3519,3.353,3.3539,3.354,3.3548,3.3539,3.3643,3.3711,3.3552,3.3549,3.3641,3.3562,3.3568,3.3576,3.3562
11:26:40,3.3536,3.3521,3.3532,3.3543,3.3545,3.3535,3.3548,3.3652,3.3702,3.3561,3.3553,3.363,3.3566,3.3564,3.3576,3.3555
11:26:41,3.3532,3.3524,3.3532,3.3541,3.3531,3.3542,3.3546,3.3636,3.3707,3.3552,3.3546,3.3634,3.3557,3.3562,3.3578,3.3555
11:26:42,3.3525,3.3517,3.3534,3.3543,3.3538,3.3544,3.3536,3.364,3.3704,3.3547,3.3555,3.3637,3.3562,3.3564,3.3574,3.3555
11:26:43,3.3532,3.3521,3.3527,3.3543,3.3535,3.3535,3.3543,3.364,3.3705,3.3552,3.3546,3.3637,3.3562,3.3564,3.3574,3.3555
11:26:44,3.3513,3.3502,3.3509,3.3534,3.3524,3.353,3.3529,3.3626,3.3686,3.3533,3.3525,3.3618,3.3545,3.3545,3.3553,3.3532
11:26:45,3.3506,3.3502,3.3508,3.3523,3.3521,3.3516,3.3515,3.3624,3.3665,3.3526,3.353,3.3613,3.3533,3.3538,3.355,3.3534
11:26:46,3.3509,3.3498,3.3511,3.352,3.351,3.3516,3.3513,3.3614,3.3667,3.3526,3.3523,3.3614,3.3531,3.3534,3.3545,3.3532
11:26:47,3.3511,3.3491,3.3506,3.3513,3.351,3.3507,3.3518,3.3615,3.3655,3.3526,3.3525,3.3611,3.3531,3.3534,3.3545,3.3532
11:26:48,3.3504,3.3496,3.3502,3.3516,3.3503,3.3516,3.3517,3.3614,3.3662,3.3521,3.3516,3.3611,3.3522,3.3534,3.3539,3.3529
11:26:49,3.3506,3.3493,3.3499,3.3509,3.3512,3.3507,3.3504,3.3614,3.3665,3.3521,3.3514,3.3609,3.3531,3.3534,3.3543,3.3521
11:26:50,3.3497,3.3493,3.3499,3.3509,3.3512,3.3507,3.3504,3.3612,3.366,3.3521,3.352,3.3607,3.3534,3.3534,3.3539,3.3523
11:26:51,3.3495,3.3491,3.3499,3.3508,3.35,3.3511,3.3504,3.3612,3.3655,3.3509,3.3514,3.3609,3.3524,3.3526,3.3534,3.352
11:26:52,3.3504,3.3488,3.3492,3.3509,3.3502,3.3501,3.3506,3.3614,3.3644,3.3514,3.3516,3.3604,3.3524,3.3529,3.3529,3.3518
11:26:53,3.3495,3.3482,3.349,3.3506,3.349,3.3501,3.3506,3.3605,3.3637,3.3514,3.3509,3.36,3.3517,3.3519,3.3529,3.352
11:26:54,3.3485,3.3484,3.349,3.3504,3.3498,3.3501,3.3499,3.3607,3.3639,3.3502,3.3513,3.3606,3.3519,3.352,3.3531,3.3511
11:26:55,3.3495,3.3477,3.3492,3.3502,3.3496,3.3495,3.3497,3.3608,3.3632,3.3507,3.3511,3.3593,3.3513,3.352,3.3527,3.3507
11:26:56,3.349,3.3479,3.3488,3.3501,3.3491,3.3497,3.3499,3.36,3.3632,3.3505,3.3497,3.3604,3.3508,3.3517,3.3522,3.3513
11:26:57,3.3488,3.3479,3.349,3.3497,3.349,3.3495,3.3496,3.3603,3.363,3.3498,3.3506,3.3602,3.351,3.3515,3.3525,3.3513
11:26:58,3.3494,3.3474,3.3483,3.3497,3.3502,3.349,3.349,3.3605,3.3622,3.3507,3.3497,3.3588,3.3505,3.3519,3.3518,3.3507
11:26:59,3.3494,3.3474,3.3483,3.3497,3.3502,3.349,3.349,3.3605,3.3622,3.3507,3.3497,3.3588,3.3517,3.3513,3.3518,3.3506
11:27:00,3.3488,3.3479,3.3481,3.3488,3.349,3.3485,3.3494,3.3596,3.3616,3.3497,3.3492,3.3595,3.3517,3.3513,3.3518,3.3506
11:27:01,3.348,3.3472,3.3483,3.3492,3.3484,3.3492,3.3485,3.3596,3.3618,3.3493,3.3495,3.3599,3.3513,3.3511,3.3514,3.3505
11:27:02,3.3479,3.3472,3.3478,3.3485,3.3484,3.3486,3.3487,3.3598,3.3611,3.3496,3.3502,3.3595,3.3507,3.3507,3.3516,3.3498
11:27:03,3.3479,3.3472,3.3478,3.3485,3.3484,3.3486,3.3487,3.3598,3.3611,3.3496,3.3502,3.3595,3.3498,3.3506,3.3509,3.35
11:27:04,3.3472,3.3468,3.3473,3.3486,3.3484,3.3481,3.348,3.3594,3.3606,3.3491,3.3495,3.3591,3.3498,3.3506,3.3509,3.35
11:27:05,3.3485,3.3466,3.3473,3.3483,3.3475,3.3479,3.3488,3.3594,3.3597,3.3493,3.3493,3.3584,3.3497,3.3505,3.3505,3.3498
11:27:06,3.3472,3.3468,3.3476,3.3481,3.3484,3.3483,3.3476,3.3599,3.3604,3.3488,3.3483,3.3591,3.35,3.3504,3.3509,3.3496
11:27:07,3.3474,3.3466,3.3469,3.3483,3.3486,3.3479,3.3483,3.3592,3.3599,3.3486,3.349,3.3584,3.349,3.3502,3.351,3.3493
11:27:08,3.3479,3.3463,3.3469,3.3481,3.3472,3.3474,3.348,3.3585,3.3597,3.3493,3.3488,3.3584,3.3491,3.3495,3.3505,3.3494
11:27:09,3.3474,3.3463,3.3474,3.3474,3.3482,3.3479,3.3478,3.3591,3.3599,3.3484,3.349,3.3584,3.3497,3.3497,3.3505,3.3489
11:27:10,3.3471,3.3459,3.3466,3.3478,3.347,3.3474,3.3482,3.3585,3.3588,3.3491,3.3479,3.3577,3.3488,3.35,3.3505,3.3489
11:27:11,3.3472,3.3465,3.3469,3.3476,3.347,3.3478,3.3478,3.3578,3.359,3.3483,3.3481,3.3579,3.3484,3.3493,3.3502,3.3493
11:27:12,3.3472,3.3465,3.3469,3.3476,3.347,3.3478,3.3478,3.3573,3.3599,3.3483,3.3486,3.3581,3.3493,3.3497,3.35,3.3489
11:27:13,3.3478,3.3458,3.3471,3.3479,3.3474,3.3471,3.3475,3.3578,3.3581,3.3481,3.3486,3.3574,3.3497,3.3498,3.3496,3.3491
11:27:14,3.3478,3.3458,3.3471,3.3479,3.3474,3.3471,3.3475,3.3578,3.3581,3.3481,3.3486,3.3574,3.3484,3.3488,3.3496,3.3489
11:27:15,3.3464,3.3458,3.3462,3.3471,3.3472,3.3467,3.3473,3.3582,3.3573,3.3481,3.3476,3.3577,3.3491,3.3493,3.3496,3.3478
11:27:16,3.3474,3.3458,3.3452,3.3472,3.3465,3.3469,3.3471,3.3575,3.3576,3.3486,3.3479,3.3567,3.3486,3.349,3.3496,3.3484
11:27:17,3.3459,3.3456,3.3467,3.3469,3.3461,3.3474,3.3475,3.358,3.3578,3.3483,3.347,3.3577,3.3481,3.3488,3.3494,3.3484
11:27:18,3.3467,3.3454,3.3455,3.3471,3.3467,3.3471,3.3464,3.358,3.3576,3.3469,3.3479,3.3569,3.3481,3.3488,3.3494,3.3484
11:27:19,3.3471,3.3456,3.3453,3.3467,3.3463,3.3464,3.3471,3.3577,3.3571,3.3477,3.3476,3.3574,3.349,3.3493,3.3489,3.348
11:27:20,3.3457,3.3452,3.346,3.346,3.346,3.3472,3.3462,3.3573,3.3574,3.3474,3.3472,3.3581,3.3476,3.3484,3.3482,3.3477
11:27:21,3.3457,3.3452,3.3455,3.3462,3.3468,3.3462,3.3462,3.3575,3.3559,3.347,3.3477,3.3576,3.3486,3.3486,3.3491,3.3478
11:27:22,3.3464,3.3447,3.345,3.3465,3.3472,3.3455,3.3466,3.3575,3.3567,3.3479,3.3474,3.3558,3.3481,3.3488,3.3487,3.3477
11:27:23,3.3464,3.3447,3.3457,3.3464,3.3456,3.3471,3.3462,3.3566,3.3567,3.3472,3.347,3.3569,3.3474,3.3484,3.3486,3.3477
11:27:24,3.3457,3.3447,3.3453,3.346,3.3467,3.3469,3.3464,3.3571,3.3559,3.347,3.3467,3.3569,3.3476,3.3481,3.3486,3.3477
11:27:25,3.3453,3.3451,3.345,3.346,3.3465,3.346,3.3454,3.3573,3.356,3.347,3.3472,3.3569,3.3483,3.3477,3.348,3.3473
11:27:26,3.346,3.3442,3.345,3.3462,3.3456,3.3457,3.3466,3.3568,3.3564,3.3469,3.3462,3.3567,3.3479,3.3482,3.3481,3.3472
11:27:27,3.3452,3.3447,3.3452,3.3455,3.346,3.346,3.3454,3.3568,3.3562,3.3467,3.3469,3.356,3.3471,3.3475,3.3485,3.3472
11:27:28,3.3457,3.3447,3.3447,3.345,3.3467,3.3455,3.3463,3.357,3.3552,3.3462,3.3469,3.3558,3.3478,3.348,3.3483,3.3472
11:27:29,3.3461,3.3446,3.345,3.3457,3.3453,3.3453,3.3461,3.3563,3.355,3.3469,3.346,3.356,3.3469,3.348,3.3481,3.3467
11:27:30,3.3457,3.3442,3.3452,3.3453,3.3451,3.3462,3.3456,3.3565,3.3554,3.3465,3.3465,3.3564,3.3467,3.3473,3.3481,3.3472
11:27:31,3.3445,3.3444,3.3445,3.3453,3.3455,3.345,3.3454,3.3565,3.355,3.3462,3.3467,3.3562,3.3481,3.3475,3.3483,3.3469
11:27:32,3.3457,3.3439,3.3445,3.346,3.3449,3.3457,3.3454,3.3559,3.3557,3.3471,3.3452,3.3552,3.3478,3.3473,3.3476,3.3469
11:27:33,3.3443,3.3442,3.3448,3.345,3.3455,3.3459,3.345,3.3559,3.355,3.3457,3.3455,3.3567,3.346,3.3466,3.3474,3.3472
11:27:34,3.3447,3.3442,3.3443,3.345,3.3458,3.3452,3.3456,3.3565,3.3543,3.3457,3.3462,3.3562,3.3471,3.3475,3.3474,3.3467
11:27:35,3.3457,3.3447,3.3441,3.3453,3.3451,3.3448,3.345,3.3561,3.3545,3.3464,3.3458,3.355,3.3476,3.3475,3.3479,3.3458
11:27:36,3.3448,3.3432,3.3441,3.3452,3.3442,3.3455,3.3457,3.3554,3.3541,3.3458,3.3453,3.3555,3.3462,3.3468,3.3474,3.3465
11:27:37,3.3447,3.3437,3.344,3.3443,3.3446,3.3457,3.3449,3.3556,3.3545,3.3458,3.345,3.3557,3.3473,3.3471,3.3476,3.3469
11:27:38,3.3452,3.3437,3.3443,3.3448,3.3451,3.3446,3.3456,3.3561,3.3538,3.3451,3.3462,3.3552,3.3469,3.3469,3.3472,3.346
11:27:39,3.3443,3.3439,3.3438,3.345,3.3442,3.3448,3.3454,3.3556,3.3538,3.3458,3.3455,3.355,3.3469,3.3469,3.3471,3.3465
11:27:40,3.3448,3.3437,3.344,3.3447,3.3444,3.345,3.3447,3.3552,3.3538,3.3455,3.3448,3.3555,3.3457,3.3468,3.3476,3.3462
11:27:41,3.3447,3.3435,3.3436,3.3443,3.3449,3.3446,3.3447,3.3554,3.3531,3.3455,3.3452,3.3555,3.3464,3.3471,3.3472,3.3458
11:27:42,3.3454,3.3434,3.3441,3.3448,3.3441,3.3453,3.3445,3.3552,3.3529,3.3462,3.3452,3.3546,3.3459,3.3464,3.3464,3.346
11:27:43,3.3454,3.3434,3.3441,3.3448,3.3441,3.3453,3.3456,3.3552,3.3536,3.3462,3.3452,3.355,3.3453,3.3455,3.3469,3.346
11:27:44,3.344,3.3432,3.3434,3.344,3.3444,3.3446,3.3433,3.3554,3.3534,3.3453,3.3455,3.3555,3.3466,3.3466,3.3467,3.346
11:27:45,3.3434,3.3435,3.3436,3.3438,3.3449,3.3448,3.3445,3.3556,3.3524,3.3455,3.346,3.3546,3.3464,3.3464,3.3467,3.3458
11:27:46,3.3445,3.3428,3.3436,3.3445,3.3432,3.3446,3.3443,3.3547,3.3529,3.346,3.3446,3.3548,3.345,3.3454,3.3467,3.3456
11:27:47,3.344,3.3432,3.3434,3.344,3.3444,3.345,3.344,3.3554,3.3533,3.3441,3.3452,3.3557,3.3462,3.3464,3.3467,3.3455
11:27:48,3.3438,3.343,3.3434,3.3443,3.3444,3.3438,3.3442,3.3554,3.3533,3.3443,3.3453,3.3546,3.346,3.3462,3.3465,3.3458
11:27:49,3.3447,3.3427,3.344,3.3441,3.3434,3.3446,3.344,3.3545,3.3526,3.345,3.3443,3.3545,3.3452,3.3455,3.346,3.3458
11:27:50,3.3433,3.3424,3.3434,3.3434,3.3439,3.3448,3.344,3.3544,3.3526,3.3443,3.3443,3.3543,3.346,3.3457,3.3465,3.3456
11:27:51,3.3433,3.3424,3.3434,3.3434,3.3439,3.3448,3.344,3.3544,3.3526,3.3443,3.3443,3.3543,3.346,3.3457,3.3462,3.3446
11:27:52,3.3439,3.343,3.3432,3.3439,3.3432,3.3439,3.3445,3.3545,3.3517,3.3451,3.3448,3.3544,3.346,3.3457,3.3462,3.3446
11:27:53,3.3429,3.3424,3.3436,3.3434,3.344,3.3442,3.3439,3.3538,3.3524,3.3451,3.3448,3.3551,3.3457,3.3457,3.3459,3.3448
11:27:54,3.3439,3.3435,3.3432,3.3439,3.3437,3.3432,3.3438,3.3545,3.3511,3.3447,3.3448,3.3539,3.3447,3.3454,3.3455,3.345
11:27:55,3.3444,3.3421,3.3434,3.3434,3.3431,3.3437,3.3432,3.3533,3.3513,3.3444,3.3442,3.3542,3.3461,3.3456,3.346,3.3448
11:27:56,3.3434,3.3421,3.3434,3.3434,3.3431,3.3437,3.3432,3.3533,3.3517,3.3444,3.3439,3.3539,3.3455,3.3454,3.3459,3.3448
11:27:57,3.3441,3.3424,3.3425,3.3437,3.3431,3.3436,3.3439,3.3543,3.3511,3.3447,3.3446,3.3537,3.3445,3.3454,3.3457,3.3451
11:27:58,3.3429,3.3421,3.3427,3.3432,3.3428,3.3436,3.3432,3.3536,3.3515,3.3439,3.3441,3.3541,3.3445,3.3454,3.3457,3.3451
11:27:59,3.3425,3.3421,3.3429,3.3425,3.3435,3.3437,3.3438,3.3543,3.351,3.3439,3.3449,3.3537,3.3457,3.3456,3.345,3.3446
11:28:00,3.3436,3.3421,3.3425,3.3434,3.3433,3.3429,3.3427,3.354,3.3504,3.3442,3.3442,3.3542,3.3441,3.3445,3.3453,3.3443
11:28:01,3.3423,3.3328,3.2724,3.2825,3.3419,3.3439,3.3436,3.3536,3.3508,3.3444,3.3439,3.3539,3.3443,3.3447,3.3457,3.3446
11:28:02,3.3411,3.3491,3.356,3.3633,3.3636,3.3701,3.371,3.3919,3.3838,3.3821,3.3806,3.393,3.3389,3.3496,3.3573,3.3588
11:28:03,3.0645,3.0777,3.0558,3.0203,3.066,3.0137,3.0088,2.9737,2.9402,2.905,3.0275,3.0756,3.0792,3.0197,2.9891,3.0231
11:28:04,2.9116,2.9483,2.912,2.8944,2.9366,2.8747,2.893,2.8513,2.8173,2.775,2.7975,2.9489,2.8267,2.866,2.804,2.8912
11:28:05,2.8059,2.8615,2.8084,2.7888,2.856,2.7958,2.8042,2.7563,2.7772,2.7697,2.7809,2.7979,2.8311,2.7563,2.6664,2.7767
11:28:06,2.7421,2.818,2.778,2.7925,2.846,2.7917,2.8307,2.7959,2.7484,2.7108,2.7317,2.7408,2.7716,2.7067,2.6322,2.7278
11:28:07,2.7342,2.8039,2.7675,2.7314,2.7826,2.7168,2.7485,2.6967,2.6998,2.6936,2.7427,2.7443,2.773,2.7055,2.6167,2.7159
11:28:08,2.7532,2.8219,2.7611,2.7349,2.777,2.7083,2.7372,2.6862,2.7053,2.6878,2.7263,2.7434,2.7797,2.7153,2.6243,2.7197
11:28:09,2.7103,2.788,2.7459,2.7159,2.7593,2.6898,2.7237,2.6745,2.6517,2.6373,2.6709,2.6904,2.7377,2.6752,2.599,2.7125
11:28:10,2.7166,2.7917,2.7353,2.7101,2.7654,2.694,2.737,2.686,2.6639,2.6763,2.7158,2.7523,2.7425,2.6822,2.5913,2.692
11:28:11,2.7836,2.8498,2.8269,2.7942,2.8553,2.7931,2.8229,2.686,2.6639,2.6763,2.7158,2.7523,2.8023,2.7497,2.7076,2.7769
11:28:12,2.7797,2.8423,2.8168,2.7721,2.8077,2.7348,2.7647,2.7182,2.7042,2.6906,2.7743,2.7855,2.8028,2.7476,2.6987,2.7599
11:28:13,2.7288,2.798,2.7484,2.7153,2.756,2.6903,2.7302,2.6905,2.669,2.6728,2.7186,2.7593,2.7535,2.6951,2.6094,2.697
11:28:14,3.2129,3.2221,3.2239,3.2256,3.1365,3.0448,2.9967,2.9424,3.2047,3.2236,3.2302,3.2073,3.2085,3.2172,3.22,3.2286
11:28:15,2.7527,2.8224,2.7668,2.7433,2.8385,2.8349,2.8265,2.8223,2.7859,2.7676,2.7938,2.7745,2.8946,2.8291,2.7748,2.7799
11:28:16,2.7527,2.8224,2.7668,2.7433,2.7787,2.7748,2.7497,2.7409,2.7023,2.6981,2.7496,2.7263,2.7911,2.7172,2.6867,2.6843
11:28:17,2.665,2.756,2.7182,2.6939,2.7343,2.7231,2.7057,2.6877,2.6384,2.6374,2.6856,2.6612,2.7042,2.6369,2.6137,2.6251
11:28:18,2.6836,2.7635,2.7171,2.7017,2.7268,2.7063,2.693,2.6725,2.615,2.6413,2.6864,2.6593,2.7189,2.646,2.6143,2.6324
11:28:19,2.6888,2.7829,2.7391,2.7277,2.7495,2.7325,2.7003,2.686,2.6455,2.6416,2.696,2.6712,2.7249,2.6696,2.6437,2.6579
11:28:20,2.6888,2.7829,2.7391,2.7277,2.7495,2.7325,2.705,2.693,2.6565,2.6596,2.6985,2.6642,2.7249,2.6696,2.6437,2.6579
11:28:21,2.6805,2.8047,2.7562,2.7192,2.7484,2.7414,2.7303,2.7192,2.6674,2.6746,2.7271,2.686,2.7889,2.711,2.6794,2.6626
11:28:22,2.6854,2.7869,2.7628,2.7448,2.7698,2.7647,2.7574,2.7846,2.8447,2.9458,2.6974,2.6671,2.723,2.6763,2.6737,2.6721
11:28:23,3.1482,3.186,3.1883,3.2044,2.7698,2.7647,2.7574,2.7846,2.8447,2.9458,3.0559,3.0784,2.723,2.6763,2.6737,2.6721
11:28:24,3.2316,3.2392,3.2383,3.2425,3.2244,3.2821,3.2158,3.2841,3.2366,3.2548,3.2754,3.2491,2.723,2.6763,2.6737,2.6721
11:28:25,3.2635,3.27,3.2697,3.2736,3.2533,3.3105,3.2418,3.3085,3.2569,3.2743,3.2941,3.2652,3.2725,3.2623,3.3371,3.2247
11:28:26,2.8981,2.9563,2.9349,2.8887,2.9819,3.0002,2.9423,2.948,2.9212,2.9125,2.9758,2.9351,3.0421,2.9803,2.9896,2.9201
11:28:27,2.8195,2.897,2.8536,2.8279,2.8436,2.8429,2.8216,2.7954,2.7457,2.7253,2.7544,2.7218,2.8526,2.8039,2.7968,2.7653
11:28:28,2.7038,2.7798,2.734,2.7127,2.7392,2.7233,2.7111,2.7007,2.6607,2.6726,2.7221,2.7008,2.7395,2.675,2.6302,2.648
11:28:29,2.7033,2.7857,2.7337,2.7178,2.7593,2.7519,2.735,2.7155,2.666,2.6726,2.7221,2.7008,2.7126,2.6493,2.599,2.6203
11:28:30,2.6711,2.7546,2.708,2.6923,2.7164,2.7042,2.6877,2.6741,2.6199,2.6282,2.6877,2.6548,2.7072,2.6418,2.5925,2.6189
11:28:31,2.6859,2.7724,2.7194,2.7082,2.7345,2.718,2.716,2.7241,2.6723,2.6726,2.7289,2.6986,2.7586,2.7014,2.6701,2.6356
11:28:32,2.6876,2.7662,2.7223,2.7003,2.7296,2.7112,2.7005,2.6895,2.6431,2.6448,2.7236,2.6794,2.7239,2.6591,2.6127,2.6295
11:28:33,2.663,2.7496,2.7045,2.6919,2.7116,2.6953,2.7254,2.718,2.6639,2.6606,2.6997,2.6642,2.7016,2.6418,2.5907,2.6161
11:28:34,2.665,2.7468,2.7288,2.7193,2.7313,2.7156,2.7061,2.6841,2.6272,2.6441,2.6892,2.6565,2.7212,2.663,2.6262,2.6423
11:28:35,2.663,2.7485,2.7019,2.6907,2.7123,2.7013,2.6874,2.6755,2.6159,2.6336,2.6803,2.6537,2.7002,2.6415,2.593,2.6133
11:28:36,2.7077,2.7822,2.7431,2.7195,2.7324,2.7156,2.7031,2.6869,2.6316,2.6481,2.6932,2.6593,2.7026,2.6485,2.6502,2.6437
11:28:37,2.6662,2.7543,2.7115,2.7026,2.7154,2.7111,2.6975,2.6743,2.6147,2.6333,2.6765,2.6452,2.7019,2.6502,2.6085,2.624
11:28:38,2.7419,2.8158,2.778,2.8288,2.9258,3.014,3.0309,3.1184,3.098,3.1415,2.7289,2.7101,2.7684,2.7233,2.7034,2.7546
11:28:39,3.2227,3.2302,3.2303,3.2348,3.2143,3.2716,3.1866,3.2538,3.2041,3.2267,3.2487,3.221,3.2288,3.2213,3.259,3.1577
11:28:40,3.2353,3.2421,3.2427,3.2462,3.1916,3.147,3.0149,2.9975,3.2244,3.2446,3.2657,3.2357,3.2446,3.2358,3.3111,3.1993
11:28:41,2.8746,2.9286,2.9121,2.891,2.9069,2.9009,2.8637,2.8667,2.8299,2.8398,2.8988,2.9081,2.9037,2.8585,2.8845,2.8281
11:28:42,2.7974,2.8645,2.8213,2.7929,2.7948,2.7872,2.7606,2.7608,2.707,2.7114,2.7459,2.7133,2.77,2.7142,2.7659,2.7282
11:28:43,2.7621,2.8324,2.7887,2.7772,2.7975,2.7925,2.7616,2.7441,2.707,2.7264,2.7811,2.7595,2.793,2.7401,2.7182,2.7047
11:28:44,2.7294,2.7831,2.7322,2.7536,2.7284,2.7125,2.7185,2.6997,2.6786,2.7015,2.7162,2.7173,2.7111,2.7256,2.609,2.6961
11:28:45,2.773,2.7985,2.7615,2.8023,2.7822,2.7906,2.829,2.7844,2.7484,2.753,2.7771,2.7773,2.7444,2.7551,2.6295,2.7474
11:28:46,2.7163,2.7762,2.7362,2.7606,2.7354,2.7186,2.7506,2.6955,2.6362,2.6506,2.6863,2.7044,2.6921,2.7221,2.6099,2.7017
11:28:47,2.7344,2.7707,2.7268,2.7627,2.7265,2.7191,2.7604,2.7271,2.7015,2.7049,2.7284,2.7468,2.7104,2.7202,2.6045,2.7066
11:28:48,2.7248,2.7652,2.7329,2.7543,2.7366,2.7305,2.7632,2.7161,2.6843,2.7128,2.7525,2.7732,2.7453,2.7696,2.662,2.6966
