,,,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,é¸àÕâ∑ìx,ìdírç∂ëO,ìdírâEëO,ìdírç∂å„,ëÊ021ì¸óÕ,ëÊÇOÇQÇQì¸óÕ,ëÊÇOÇQÇRì¸óÕ,ëÊÇOÇQÇSì¸óÕ,ëÊÇOÇQÇTì¸óÕ,ëÊÇOÇQÇUì¸óÕ,ëÊÇOÇQÇVì¸óÕ,ëÊÇOÇQÇWì¸óÕ,ëÊÇOÇQÇXì¸óÕ,ëÊÇOÇRÇOì¸óÕ,ëÊÇOÇRÇPì¸óÕ,ëÊÇOÇRÇQì¸óÕ,ëÊÇOÇRÇRì¸óÕ,ëÊÇOÇRÇSì¸óÕ,ëÊÇOÇRÇTì¸óÕ,ëÊÇOÇRÇUì¸óÕ,ëÊÇOÇRÇVì¸óÕ,ëÊÇOÇRÇWì¸óÕ,ëÊÇOÇRÇXì¸óÕ,ëÊÇOÇSÇOì¸óÕ,ëÊÇOÇSÇPì¸óÕ,ëÊÇOÇSÇQì¸óÕ,ëÊÇOÇSÇRì¸óÕ,ëÊÇOÇSÇSì¸óÕ,ëÊÇOÇSÇTì¸óÕ,ëÊÇOÇSÇUì¸óÕ,ëÊÇOÇSÇVì¸óÕ,ëÊÇOÇSÇWì¸óÕ,ëÊÇOÇSÇXì¸óÕ,ëÊÇOÇTÇOì¸óÕ,ëÊÇOÇTÇPì¸óÕ,ëÊÇOÇTÇQì¸óÕ,ëÊÇOÇTÇRì¸óÕ,ëÊÇOÇTÇSì¸óÕ,ëÊÇOÇTÇTì¸óÕ,ëÊÇOÇTÇUì¸óÕ,ëÊÇOÇTÇVì¸óÕ,ëÊÇOÇTÇWì¸óÕ,ëÊÇOÇTÇXì¸óÕ,ëÊÇOÇUÇOì¸óÕ,ëÊÇOÇUÇPì¸óÕ,ëÊÇOÇUÇQì¸óÕ,ëÊÇOÇUÇRì¸óÕ,ëÊÇOÇUÇSì¸óÕ,ëÊÇOÇUÇTì¸óÕ,ëÊÇOÇUÇUì¸óÕ,ëÊÇOÇUÇVì¸óÕ,ëÊÇOÇUÇWì¸óÕ,ëÊÇOÇUÇXì¸óÕ,ëÊÇOÇVÇOì¸óÕ,ëÊÇOÇVÇPì¸óÕ,ëÊÇOÇVÇQì¸óÕ,ëÊÇOÇVÇRì¸óÕ,ëÊÇOÇVÇSì¸óÕ,ëÊÇOÇVÇTì¸óÕ,ëÊÇOÇVÇUì¸óÕ,ëÊÇOÇVÇVì¸óÕ,ëÊÇOÇVÇWì¸óÕ,ëÊÇOÇVÇXì¸óÕ,ëÊÇOÇWÇOì¸óÕ,ëÊÇOÇWÇPì¸óÕ,ëÊÇOÇWÇQì¸óÕ,ëÊÇOÇWÇRì¸óÕ,ëÊÇOÇWÇSì¸óÕ,ëÊÇOÇWÇTì¸óÕ,ëÊÇOÇWÇUì¸óÕ,ëÊÇOÇWÇVì¸óÕ,ëÊÇOÇWÇWì¸óÕ,ëÊÇOÇWÇXì¸óÕ,ëÊÇOÇXÇOì¸óÕ,ëÊÇOÇXÇPì¸óÕ,ëÊÇOÇXÇQì¸óÕ,ëÊÇOÇXÇRì¸óÕ,ëÊÇOÇXÇSì¸óÕ,ëÊÇOÇXÇTì¸óÕ,ëÊÇOÇXÇUì¸óÕ,ëÊÇOÇXÇVì¸óÕ,ëÊÇOÇXÇWì¸óÕ,ëÊÇOÇXÇXì¸óÕ,ëÊÇPÇOÇOì¸óÕ,ëÊÇPÇOÇPì¸óÕ,ëÊÇPÇOÇQì¸óÕ,ëÊÇPÇOÇRì¸óÕ,ëÊÇPÇOÇSì¸óÕ,ëÊÇPÇOÇTì¸óÕ,ëÊÇPÇOÇUì¸óÕ,ëÊÇPÇOÇVì¸óÕ,ëÊÇPÇOÇWì¸óÕ,ëÊÇPÇOÇXì¸óÕ,ëÊÇPÇPÇOì¸óÕ,ëÊÇPÇPÇPì¸óÕ,ëÊÇPÇPÇQì¸óÕ,ëÊÇPÇPÇRì¸óÕ,ëÊÇPÇPÇSì¸óÕ,ëÊÇPÇPÇTì¸óÕ,ëÊÇPÇPÇUì¸óÕ,ëÊÇPÇPÇVì¸óÕ,ëÊÇPÇPÇWì¸óÕ,ëÊÇPÇPÇXì¸óÕ,ëÊÇPÇQÇOì¸óÕ,ëÊÇPÇQÇPì¸óÕ,ëÊÇPÇQÇQì¸óÕ,ëÊÇPÇQÇRì¸óÕ,ëÊÇPÇQÇSì¸óÕ,ëÊÇPÇQÇTì¸óÕ,ëÊÇPÇQÇUì¸óÕ,ëÊÇPÇQÇVì¸óÕ,ëÊÇPÇQÇWì¸óÕ
2023/11/20,13:56:35,5,    3.3642,    3.3633,    3.3646,    3.3632,    3.3639,    3.3641,    3.3650,    3.3654,    3.3654,    3.3654,    3.3649,    3.3645,    3.3634,    3.3639,    3.3644,    3.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:36,0,    3.3656,    3.3633,    3.3634,    3.3630,    3.3640,    3.3642,    3.3659,    3.3658,    3.3652,    3.3665,    3.3646,    3.3641,    3.3643,    3.3641,    3.3644,    3.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:36,5,    3.3656,    3.3633,    3.3637,    3.3636,    3.3630,    3.3646,    3.3660,    3.3646,    3.3652,    3.3665,    3.3646,    3.3641,    3.3646,    3.3643,    3.3644,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:37,0,    3.3641,    3.3633,    3.3637,    3.3632,    3.3628,    3.3644,    3.3648,    3.3649,    3.3655,    3.3651,    3.3646,    3.3645,    3.3646,    3.3643,    3.3644,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:37,5,    3.3637,    3.3633,    3.3634,    3.3629,    3.3635,    3.3644,    3.3648,    3.3649,    3.3655,    3.3651,    3.3646,    3.3646,    3.3632,    3.3639,    3.3637,    3.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:38,0,    3.3637,    3.3633,    3.3634,    3.3629,    3.3635,    3.3636,    3.3646,    3.3651,    3.3645,    3.3654,    3.3649,    3.3641,    3.3636,    3.3639,    3.3646,    3.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:38,5,    3.3642,    3.3633,    3.3632,    3.3629,    3.3637,    3.3642,    3.3659,    3.3647,    3.3645,    3.3654,    3.3644,    3.3639,    3.3641,    3.3639,    3.3644,    3.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:39,0,    3.3642,    3.3631,    3.3632,    3.3643,    3.3632,    3.3646,    3.3652,    3.3647,    3.3650,    3.3656,    3.3644,    3.3639,    3.3641,    3.3639,    3.3644,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:39,5,    3.3639,    3.3630,    3.3636,    3.3629,    3.3630,    3.3648,    3.3643,    3.3646,    3.3659,    3.3651,    3.3642,    3.3646,    3.3641,    3.3639,    3.3644,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:40,0,    3.3641,    3.3635,    3.3629,    3.3632,    3.3635,    3.3637,    3.3643,    3.3646,    3.3659,    3.3651,    3.3642,    3.3646,    3.3639,    3.3636,    3.3639,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:40,5,    3.3653,    3.3623,    3.3636,    3.3630,    3.3628,    3.3644,    3.3648,    3.3647,    3.3647,    3.3656,    3.3646,    3.3639,    3.3639,    3.3636,    3.3644,    3.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:41,0,    3.3642,    3.3623,    3.3636,    3.3630,    3.3628,    3.3644,    3.3648,    3.3640,    3.3647,    3.3658,    3.3644,    3.3646,    3.3641,    3.3634,    3.3639,    3.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:41,5,    3.3642,    3.3630,    3.3632,    3.3630,    3.3628,    3.3646,    3.3645,    3.3646,    3.3654,    3.3658,    3.3644,    3.3646,    3.3639,    3.3636,    3.3636,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:42,0,    3.3635,    3.3630,    3.3632,    3.3620,    3.3633,    3.3646,    3.3645,    3.3646,    3.3650,    3.3647,    3.3648,    3.3639,    3.3639,    3.3636,    3.3636,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:42,5,    3.3639,    3.3628,    3.3629,    3.3627,    3.3642,    3.3646,    3.3645,    3.3646,    3.3650,    3.3647,    3.3648,    3.3632,    3.3641,    3.3634,    3.3637,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:43,0,    3.3646,    3.3628,    3.3632,    3.3632,    3.3633,    3.3634,    3.3648,    3.3646,    3.3643,    3.3649,    3.3646,    3.3638,    3.3641,    3.3632,    3.3637,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:43,5,    3.3634,    3.3628,    3.3632,    3.3632,    3.3633,    3.3634,    3.3648,    3.3644,    3.3647,    3.3651,    3.3637,    3.3638,    3.3639,    3.3637,    3.3643,    3.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:44,0,    3.3634,    3.3623,    3.3629,    3.3630,    3.3623,    3.3642,    3.3641,    3.3640,    3.3647,    3.3645,    3.3642,    3.3639,    3.3634,    3.3632,    3.3632,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:44,5,    3.3634,    3.3623,    3.3629,    3.3623,    3.3632,    3.3641,    3.3641,    3.3651,    3.3645,    3.3649,    3.3648,    3.3639,    3.3634,    3.3632,    3.3632,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:45,0,    3.3642,    3.3624,    3.3629,    3.3632,    3.3625,    3.3641,    3.3641,    3.3651,    3.3645,    3.3649,    3.3648,    3.3634,    3.3636,    3.3630,    3.3634,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:45,5,    3.3642,    3.3624,    3.3629,    3.3632,    3.3625,    3.3641,    3.3641,    3.3651,    3.3645,    3.3649,    3.3648,    3.3634,    3.3636,    3.3630,    3.3634,    3.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:46,0,    3.3634,    3.3626,    3.3625,    3.3627,    3.3630,    3.3636,    3.3638,    3.3644,    3.3647,    3.3651,    3.3637,    3.3631,    3.3629,    3.3629,    3.3632,    3.3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:46,5,    3.3644,    3.3626,    3.3625,    3.3627,    3.3630,    3.3636,    3.3638,    3.3644,    3.3638,    3.3644,    3.3641,    3.3625,    3.3629,    3.3632,    3.3634,    3.3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:47,0,    3.3644,    3.3624,    3.3629,    3.3629,    3.3626,    3.3634,    3.3646,    3.3642,    3.3640,    3.3644,    3.3641,    3.3625,    3.3636,    3.3634,    3.3636,    3.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:47,5,    3.3642,    3.3624,    3.3632,    3.3625,    3.3623,    3.3636,    3.3639,    3.3639,    3.3645,    3.3647,    3.3637,    3.3625,    3.3636,    3.3634,    3.3636,    3.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:48,0,    3.3642,    3.3624,    3.3632,    3.3625,    3.3623,    3.3636,    3.3639,    3.3639,    3.3645,    3.3647,    3.3637,    3.3625,    3.3627,    3.3630,    3.3632,    3.3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:48,5,    3.3642,    3.3624,    3.3632,    3.3625,    3.3623,    3.3636,    3.3639,    3.3639,    3.3645,    3.3647,    3.3637,    3.3625,    3.3627,    3.3627,    3.3639,    3.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:49,0,    3.3642,    3.3628,    3.3625,    3.3623,    3.3625,    3.3634,    3.3641,    3.3637,    3.3641,    3.3649,    3.3637,    3.3632,    3.3632,    3.3629,    3.3634,    3.3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:49,5,    3.3642,    3.3628,    3.3625,    3.3623,    3.3625,    3.3634,    3.3645,    3.3635,    3.3641,    3.3644,    3.3634,    3.3629,    3.3632,    3.3630,    3.3634,    3.3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:50,0,    3.3642,    3.3628,    3.3625,    3.3623,    3.3625,    3.3634,    3.3645,    3.3635,    3.3641,    3.3644,    3.3634,    3.3629,    3.3632,    3.3630,    3.3634,    3.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,13:56:50,5,    3.3642,    3.3628,    3.3625,    3.3623,    3.3625,    3.3634,    3.3645,    3.3635,    3.3641,    3.3644,    3.3634,    3.3629,    3.3631,    3.3630,    3.3634,    3.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
